Database	Sample	Frac_unclassified	Count_unclassified
mGMB-100	ERR580909_kneaddata.out	 84.66	17080705
mGMB-100	ERR580910_kneaddata.out	 83.35	17176846
mGMB-100	ERR675498_1_kneaddata_paired.out	 70.52	10730100
mGMB-100	ERR675499_1_kneaddata_paired.out	 71.48	11564851
mGMB-100	ERR675500_1_kneaddata_paired.out	 78.42	15296663
mGMB-100	ERR675501_1_kneaddata_paired.out	 74.24	14119171
mGMB-100	ERR675502_1_kneaddata_paired.out	 67.69	12627314
mGMB-100	ERR675503_1_kneaddata_paired.out	 69.03	14375209
mGMB-100	ERR675504_1_kneaddata_paired.out	 73.43	14435140
mGMB-100	ERR675505_1_kneaddata_paired.out	 71.17	13792697
mGMB-100	ERR675506_1_kneaddata_paired.out	 77.61	11237236
mGMB-100	ERR675507_1_kneaddata_paired.out	 67.47	10862496
mGMB-100	ERR675508_1_kneaddata_paired.out	 75.38	19848909
mGMB-100	ERR675509_1_kneaddata_paired.out	 67.18	10347312
mGMB-100	ERR675510_1_kneaddata_paired.out	 73.66	15185371
mGMB-100	ERR675511_1_kneaddata_paired.out	 67.76	14512481
mGMB-100	ERR675512_1_kneaddata_paired.out	 71.84	18146511
mGMB-100	ERR675513_1_kneaddata_paired.out	 71.60	12226660
mGMB-100	ERR675514_1_kneaddata_paired.out	 76.57	12757021
mGMB-100	ERR675515_1_kneaddata_paired.out	 66.96	11481221
mGMB-100	ERR675516_1_kneaddata_paired.out	 77.39	19543723
mGMB-100	ERR675517_1_kneaddata_paired.out	 74.08	13163619
mGMB-100	ERR675518_1_kneaddata_paired.out	 80.53	16994015
mGMB-100	ERR675519_1_kneaddata_paired.out	 70.18	13971178
mGMB-100	ERR675520_1_kneaddata_paired.out	 78.53	14804289
mGMB-100	ERR675521_1_kneaddata_paired.out	 67.91	12284909
mGMB-100	ERR675522_1_kneaddata_paired.out	 76.71	12595323
mGMB-100	ERR675523_1_kneaddata_paired.out	 61.32	11035815
mGMB-100	ERR675524_1_kneaddata_paired.out	 77.24	17099675
mGMB-100	ERR675525_1_kneaddata_paired.out	 62.87	9688821
mGMB-100	ERR675526_1_kneaddata_paired.out	 77.21	18706649
mGMB-100	ERR675527_1_kneaddata_paired.out	 76.66	11764265
mGMB-100	ERR675528_1_kneaddata_paired.out	 67.55	13405957
mGMB-100	ERR675529_1_kneaddata_paired.out	 79.16	13725844
mGMB-100	ERR675530_1_kneaddata_paired.out	 69.61	10253269
mGMB-100	ERR675531_1_kneaddata_paired.out	 64.28	10880856
mGMB-100	ERR675532_1_kneaddata_paired.out	 69.84	11287674
mGMB-100	ERR675533_1_kneaddata_paired.out	 73.48	17067026
mGMB-100	ERR675534_1_kneaddata_paired.out	 74.42	15037742
mGMB-100	ERR675535_1_kneaddata_paired.out	 75.66	13373946
mGMB-100	ERR675536_1_kneaddata_paired.out	 73.52	9048969
mGMB-100	ERR675537_1_kneaddata_paired.out	 74.23	7671859
mGMB-100	ERR675538_1_kneaddata_paired.out	 73.35	7484044
mGMB-100	ERR675539_1_kneaddata_paired.out	 74.11	13652553
mGMB-100	ERR675540_1_kneaddata_paired.out	 71.71	9635891
mGMB-100	ERR675541_1_kneaddata_paired.out	 82.34	15139492
mGMB-100	ERR675542_1_kneaddata_paired.out	 76.47	17080430
mGMB-100	ERR675543_1_kneaddata_paired.out	 85.38	17708030
mGMB-100	ERR675544_1_kneaddata_paired.out	 84.02	17373322
mGMB-100	ERR675545_1_kneaddata_paired.out	 81.22	8255027
mGMB-100	ERR675546_1_kneaddata_paired.out	 83.68	16809121
mGMB-100	ERR675547_1_kneaddata_paired.out	 83.51	19580845
mGMB-100	ERR675548_1_kneaddata_paired.out	 82.19	17913561
mGMB-100	ERR675549_1_kneaddata_paired.out	 82.51	15144781
mGMB-100	ERR675550_1_kneaddata_paired.out	 86.60	17492028
mGMB-100	ERR675551_1_kneaddata_paired.out	 81.08	15611025
mGMB-100	ERR675552_1_kneaddata_paired.out	 86.55	18121384
mGMB-100	ERR675553_1_kneaddata_paired.out	 78.47	15269840
mGMB-100	ERR675554_1_kneaddata_paired.out	 84.91	17141793
mGMB-100	ERR675555_1_kneaddata_paired.out	 83.45	15996150
mGMB-100	ERR675556_1_kneaddata_paired.out	 85.86	19512402
mGMB-100	ERR675557_1_kneaddata_paired.out	 85.56	16949480
mGMB-100	ERR675558_1_kneaddata_paired.out	 80.55	13747961
mGMB-100	ERR675559_1_kneaddata_paired.out	 77.14	17575552
mGMB-100	ERR675560_1_kneaddata_paired.out	 85.52	16190211
mGMB-100	ERR675561_1_kneaddata_paired.out	 86.97	17384392
mGMB-100	ERR675562_1_kneaddata_paired.out	 81.79	14875260
mGMB-100	ERR675563_1_kneaddata_paired.out	 77.84	18473164
mGMB-100	ERR675564_1_kneaddata_paired.out	 83.32	19177184
mGMB-100	ERR675565_1_kneaddata_paired.out	 86.46	15677400
mGMB-100	ERR675566_1_kneaddata_paired.out	 84.83	18850077
mGMB-100	ERR675567_1_kneaddata_paired.out	 82.70	16846533
mGMB-100	ERR675568_1_kneaddata_paired.out	 84.26	20928855
mGMB-100	ERR675569_1_kneaddata_paired.out	 77.01	14787132
mGMB-100	ERR675570_1_kneaddata_paired.out	 78.85	15253465
mGMB-100	ERR675571_1_kneaddata_paired.out	 76.49	15921848
mGMB-100	ERR675572_1_kneaddata_paired.out	 75.28	19484999
mGMB-100	ERR675573_1_kneaddata_paired.out	 84.83	17520132
mGMB-100	ERR675574_1_kneaddata_paired.out	 87.04	21029068
mGMB-100	ERR675575_1_kneaddata_paired.out	 81.06	17604375
mGMB-100	ERR675576_1_kneaddata_paired.out	 82.84	18575009
mGMB-100	ERR675577_1_kneaddata_paired.out	 81.81	16577465
mGMB-100	ERR675578_1_kneaddata_paired.out	 82.01	19203510
mGMB-100	ERR675579_1_kneaddata_paired.out	 82.61	16230953
mGMB-100	ERR675580_1_kneaddata_paired.out	 86.31	16679833
mGMB-100	ERR675581_1_kneaddata_paired.out	 81.88	14758849
mGMB-100	ERR675582_1_kneaddata_paired.out	 83.03	19045049
mGMB-100	ERR675583_1_kneaddata_paired.out	 82.92	18163169
mGMB-100	ERR675584_1_kneaddata_paired.out	 81.02	17138563
mGMB-100	ERR675585_1_kneaddata_paired.out	 74.29	14686625
mGMB-100	ERR675586_1_kneaddata_paired.out	 80.74	17429982
mGMB-100	ERR675587_1_kneaddata_paired.out	 82.39	19403364
mGMB-100	ERR675588_1_kneaddata_paired.out	 77.40	19540005
mGMB-100	ERR675589_1_kneaddata_paired.out	 78.80	15888530
mGMB-100	ERR675590_1_kneaddata_paired.out	 81.35	17685499
mGMB-100	ERR675591_1_kneaddata_paired.out	 81.59	16939920
mGMB-100	ERR675592_1_kneaddata_paired.out	 85.91	17406424
mGMB-100	ERR675593_1_kneaddata_paired.out	 80.90	15695513
mGMB-100	ERR675594_1_kneaddata_paired.out	 88.01	20243103
mGMB-100	ERR675595_1_kneaddata_paired.out	 85.93	20528358
mGMB-100	ERR675596_1_kneaddata_paired.out	 86.39	16493211
mGMB-100	ERR675597_1_kneaddata_paired.out	 77.73	8042082
mGMB-100	ERR675598_1_kneaddata_paired.out	 76.24	11754958
mGMB-100	ERR675599_1_kneaddata_paired.out	 63.58	8860626
mGMB-100	ERR675600_1_kneaddata_paired.out	 78.68	6006970
mGMB-100	ERR675601_1_kneaddata_paired.out	 73.33	15765046
mGMB-100	ERR675602_1_kneaddata_paired.out	 74.91	6521560
mGMB-100	ERR675603_1_kneaddata_paired.out	 78.09	6688463
mGMB-100	ERR675604_1_kneaddata_paired.out	 68.15	6791494
mGMB-100	ERR675605_1_kneaddata_paired.out	 68.28	9470916
mGMB-100	ERR675606_1_kneaddata_paired.out	 59.14	5504690
mGMB-100	ERR675607_1_kneaddata_paired.out	 81.32	7334674
mGMB-100	ERR675608_1_kneaddata_paired.out	 84.54	7453966
mGMB-100	ERR675609_1_kneaddata_paired.out	 75.03	7331296
mGMB-100	ERR675611_1_kneaddata_paired.out	 77.77	11257086
mGMB-100	ERR675613_1_kneaddata_paired.out	 52.54	6823033
mGMB-100	ERR675615_1_kneaddata_paired.out	 72.95	8040982
mGMB-100	ERR675617_1_kneaddata_paired.out	 73.95	8586907
mGMB-100	ERR675618_1_kneaddata_paired.out	 68.29	8478176
mGMB-100	ERR675619_1_kneaddata_paired.out	 73.17	8717821
mGMB-100	ERR675621_1_kneaddata_paired.out	 77.46	5169906
mGMB-100	ERR675622_1_kneaddata_paired.out	 77.41	8247320
mGMB-100	ERR675623_1_kneaddata_paired.out	 77.74	8602207
mGMB-100	ERR675625_1_kneaddata_paired.out	 70.80	2787913
mGMB-100	ERR675626_1_kneaddata_paired.out	 65.14	6062994
mGMB-100	ERR675627_1_kneaddata_paired.out	 80.16	23749966
mGMB-100	ERR675628_1_kneaddata_paired.out	 81.28	27638150
mGMB-100	ERR675629_1_kneaddata_paired.out	 77.52	21378433
mGMB-100	ERR675630_1_kneaddata_paired.out	 78.20	19050599
mGMB-100	ERR675631_1_kneaddata_paired.out	 75.70	21172798
mGMB-100	ERR675632_1_kneaddata_paired.out	 76.87	21002403
mGMB-100	ERR675633_1_kneaddata_paired.out	 85.11	34012955
mGMB-100	ERR675634_1_kneaddata_paired.out	 82.19	26145284
mGMB-100	ERR675635_1_kneaddata_paired.out	 81.21	18321169
mGMB-100	ERR675636_1_kneaddata_paired.out	 81.71	24541601
mGMB-100	ERR675637_1_kneaddata_paired.out	 83.84	24641532
mGMB-100	ERR675638_1_kneaddata_paired.out	 85.26	31410684
mGMB-100	ERR675639_1_kneaddata_paired.out	 83.26	25478880
mGMB-100	ERR675640_1_kneaddata_paired.out	 83.11	28765294
mGMB-100	ERR675641_1_kneaddata_paired.out	 78.76	24809637
mGMB-100	ERR675642_1_kneaddata_paired.out	 82.34	25810165
mGMB-100	ERR675643_1_kneaddata_paired.out	 80.09	25179309
mGMB-100	ERR675644_1_kneaddata_paired.out	 83.33	26967061
mGMB-100	ERR675645_1_kneaddata_paired.out	 79.90	25519323
mGMB-100	ERR675646_1_kneaddata_paired.out	 79.25	30022449
mGMB-100	ERR675647_1_kneaddata_paired.out	 76.82	34127089
mGMB-100	ERR675648_1_kneaddata_paired.out	 73.91	20453417
mGMB-100	ERR675649_1_kneaddata_paired.out	 77.05	20671137
mGMB-100	ERR675650_1_kneaddata_paired.out	 77.83	17772052
mGMB-100	ERR675651_1_kneaddata_paired.out	 77.57	17382714
mGMB-100	ERR675652_1_kneaddata_paired.out	 75.10	24035878
mGMB-100	ERR675653_1_kneaddata_paired.out	 75.29	9417161
mGMB-100	ERR675654_1_kneaddata_paired.out	 77.84	8961440
mGMB-100	ERR675655_1_kneaddata_paired.out	 80.71	14169131
mGMB-100	ERR675656_1_kneaddata_paired.out	 71.45	16228809
mGMB-100	ERR675657_1_kneaddata_paired.out	 80.96	15526050
mGMB-100	ERR675658_1_kneaddata_paired.out	 81.37	15765854
mGMB-100	ERR675659_1_kneaddata_paired.out	 79.74	14181372
mGMB-100	ERR675660_1_kneaddata_paired.out	 77.42	12334923
mGMB-100	ERR675661_1_kneaddata_paired.out	 77.98	10286559
mGMB-100	ERR675662_1_kneaddata_paired.out	 74.41	15160849
mGMB-100	ERR675663_1_kneaddata_paired.out	 75.54	13198767
mGMB-100	ERR675664_1_kneaddata_paired.out	 70.34	8112880
mGMB-100	ERR675665_1_kneaddata_paired.out	 71.24	9376567
mGMB-100	ERR675666_1_kneaddata_paired.out	 68.44	11832098
mGMB-100	ERR675667_1_kneaddata_paired.out	 67.40	10607249
mGMB-100	ERR675668_1_kneaddata_paired.out	 80.34	25757817
mGMB-100	ERR675669_1_kneaddata_paired.out	 81.36	29653895
mGMB-100	ERR675670_1_kneaddata_paired.out	 79.06	30468795
mGMB-100	ERR675671_1_kneaddata_paired.out	 80.48	23525151
mGMB-100	ERR675672_1_kneaddata_paired.out	 80.79	26642222
mGMB-100	ERR675673_1_kneaddata_paired.out	 80.36	22465455
mGMB-100	ERR675674_1_kneaddata_paired.out	 82.52	23508433
mGMB-100	ERR675675_1_kneaddata_paired.out	 80.64	18236033
mGMB-100	ERR675676_1_kneaddata_paired.out	 80.06	21024697
mGMB-100	ERR675677_1_kneaddata_paired.out	 82.44	18909239
mGMB-100	ERR675678_1_kneaddata_paired.out	 80.49	21196871
mGMB-100	ERR675679_1_kneaddata_paired.out	 78.44	22517737
mGMB-100	ERR675680_1_kneaddata_paired.out	 74.47	21955053
mGMB-100	ERR675681_1_kneaddata_paired.out	 76.93	22238741
mGMB-100	ERR675682_1_kneaddata_paired.out	 81.61	29959039
mGMB-100	ERR675683_1_kneaddata_paired.out	 81.77	28173766
mGMB-100	ERR675684_1_kneaddata_paired.out	 74.94	26877498
mGMB-100	ERR675685_1_kneaddata_paired.out	 74.73	26541069
mGMB-100	ERR675686_1_kneaddata_paired.out	 77.23	29618984
mGMB-100	ERR675687_1_kneaddata_paired.out	 76.65	28726390
mGMB-100	ERR899270_1_kneaddata_paired.out	 70.14	31548127
mGMB-100	ERR899271_1_kneaddata_paired.out	 65.97	29314226
mGMB-100	ERR899278_1_kneaddata_paired.out	 69.98	30544705
mGMB-100	ERR899280_1_kneaddata_paired.out	 67.88	32507584
mGMB-100	ERR899281_1_kneaddata_paired.out	 65.22	28329967
mGMB-100	ERR899284_1_kneaddata_paired.out	 70.76	27351980
mGMB-100	ERR899292_1_kneaddata_paired.out	 64.30	31946641
mGMB-100	ERR899293_1_kneaddata_paired.out	 71.38	31392924
mGMB-100	ERR982795_1_kneaddata_paired.out	 73.29	16333877
mGMB-100	ERR982796_1_kneaddata_paired.out	 70.23	12037259
mGMB-100	ERR982797_1_kneaddata_paired.out	 70.78	15378448
mGMB-100	ERR982798_1_kneaddata_paired.out	 74.69	12781359
mGMB-100	ERR982799_1_kneaddata_paired.out	 77.43	12552441
mGMB-100	ERR982800_1_kneaddata_paired.out	 66.78	12086656
mGMB-100	ERR982801_1_kneaddata_paired.out	 72.24	18775142
mGMB-100	ERR982802_1_kneaddata_paired.out	 75.10	22262226
mGMB-100	ERR982803_1_kneaddata_paired.out	 66.81	11905838
mGMB-100	ERR982804_1_kneaddata_paired.out	 70.21	14131453
mGMB-100	ERR982805_1_kneaddata_paired.out	 73.55	17002291
mGMB-100	ERR982806_1_kneaddata_paired.out	 67.56	16358047
mGMB-100	ERR982807_1_kneaddata_paired.out	 71.18	12953184
mGMB-100	ERR982808_1_kneaddata_paired.out	 67.95	8734826
mGMB-100	ERR982809_1_kneaddata_paired.out	 70.95	16874317
mGMB-100	ERR982810_1_kneaddata_paired.out	 71.52	13807013
mGMB-100	ERR982811_1_kneaddata_paired.out	 70.96	13640992
mGMB-100	ERR982812_1_kneaddata_paired.out	 75.97	14102864
mGMB-100	ERR982813_1_kneaddata_paired.out	 66.58	11977192
mGMB-100	ERR982814_1_kneaddata_paired.out	 65.52	11267754
mGMB-100	ERR982815_1_kneaddata_paired.out	 76.86	19374663
mGMB-100	ERR982816_1_kneaddata_paired.out	 73.60	14626841
mGMB-100	ERR982817_1_kneaddata_paired.out	 72.51	15721574
mGMB-100	ERR982818_1_kneaddata_paired.out	 71.07	12838797
mGMB-100	ERR982819_1_kneaddata_paired.out	 79.89	18708417
mGMB-100	ERR982820_1_kneaddata_paired.out	 69.51	15413772
mGMB-100	ERR982821_1_kneaddata_paired.out	 64.87	10574760
mGMB-100	ERR982822_1_kneaddata_paired.out	 78.18	16655263
mGMB-100	ERR982823_1_kneaddata_paired.out	 67.48	13673741
mGMB-100	ERR982824_1_kneaddata_paired.out	 64.22	11078425
mGMB-100	ERR982825_1_kneaddata_paired.out	 76.34	13986933
mGMB-100	ERR982826_1_kneaddata_paired.out	 60.90	12691836
mGMB-100	ERR982827_1_kneaddata_paired.out	 60.40	16417885
mGMB-100	ERR982828_1_kneaddata_paired.out	 76.75	18989831
mGMB-100	ERR982829_1_kneaddata_paired.out	 78.38	17321736
mGMB-100	ERR982830_1_kneaddata_paired.out	 62.36	9876642
mGMB-100	ERR982831_1_kneaddata_paired.out	 64.93	11399370
mGMB-100	ERR982832_1_kneaddata_paired.out	 77.01	20699597
mGMB-100	ERR982833_1_kneaddata_paired.out	 64.89	13175693
mGMB-100	ERR982834_1_kneaddata_paired.out	 76.87	13307955
mGMB-100	ERR982835_1_kneaddata_paired.out	 67.09	14823876
mGMB-100	ERR982836_1_kneaddata_paired.out	 64.08	11489298
mGMB-100	ERR982837_1_kneaddata_paired.out	 78.93	14667833
mGMB-100	ERR982838_1_kneaddata_paired.out	 69.15	10524489
mGMB-100	ERR982839_1_kneaddata_paired.out	 73.81	15790776
mGMB-100	ERR982840_1_kneaddata_paired.out	 69.14	13616924
mGMB-100	ERR982841_1_kneaddata_paired.out	 63.84	12342937
mGMB-100	ERR982842_1_kneaddata_paired.out	 64.57	15913440
mGMB-100	ERR982843_1_kneaddata_paired.out	 69.83	12823913
mGMB-100	ERR982844_1_kneaddata_paired.out	 59.95	13027114
mGMB-100	ERR982845_1_kneaddata_paired.out	 73.34	12143698
mGMB-100	ERR982846_1_kneaddata_paired.out	 67.71	13679761
mGMB-100	ERR982847_1_kneaddata_paired.out	 68.75	15689595
mGMB-100	ERR982848_1_kneaddata_paired.out	 69.35	9841624
mGMB-100	mgm4537490.3_kneaddata.out	 80.73	5147732
mGMB-100	mgm4538631.3_kneaddata.out	 83.04	4234774
mGMB-100	mgm4538804.3_kneaddata.out	 85.55	6817172
mGMB-100	mgm4538858.3_kneaddata.out	 85.05	3275239
mGMB-100	mgm4538914.3_kneaddata.out	 82.75	3429780
mGMB-100	mgm4538917.3_kneaddata.out	 83.72	1819579
mGMB-100	mgm4539155.3_kneaddata.out	 83.63	2089567
mGMB-100	mgm4539386.3_kneaddata.out	 84.98	1363909
mGMB-100	mgm4539473.3_kneaddata.out	 83.62	5780309
mGMB-100	mgm4539531.3_kneaddata.out	 83.96	4273299
mGMB-100	mgm4539533.3_kneaddata.out	 82.00	2162155
mGMB-100	mgm4539684.3_kneaddata.out	 83.46	5981012
mGMB-100	mgm4539685.3_kneaddata.out	 83.23	3696294
mGMB-100	mgm4539686.3_kneaddata.out	 83.64	9450522
mGMB-100	mgm4539799.3_kneaddata.out	 81.23	3025359
mGMB-100	mgm4539801.3_kneaddata.out	 79.01	5389626
mGMB-100	mgm4539802.3_kneaddata.out	 79.57	5322242
mGMB-100	mgm4539917.3_kneaddata.out	 81.49	3437092
mGMB-100	mgm4539918.3_kneaddata.out	 79.50	6420091
mGMB-100	mgm4539994.3_kneaddata.out	 79.96	5341068
mGMB-100	mgm4539995.3_kneaddata.out	 69.48	3550328
mGMB-100	mgm4539996.3_kneaddata.out	 74.54	4395751
mGMB-100	mgm4539997.3_kneaddata.out	 76.65	4331026
mGMB-100	mgm4539998.3_kneaddata.out	 75.38	3618026
mGMB-100	mgm4540044.3_kneaddata.out	 73.65	1001357
mGMB-100	mgm4540045.3_kneaddata.out	 69.31	3102423
mGMB-100	mgm4540046.3_kneaddata.out	 71.43	3316096
mGMB-100	mgm4540052.3_kneaddata.out	 70.00	4801336
mGMB-100	mgm4540053.3_kneaddata.out	 76.46	4258266
mGMB-100	mgm4540251.3_kneaddata.out	 80.77	3528465
mGMB-100	mgm4540252.3_kneaddata.out	 81.05	3726223
mGMB-100	mgm4541194.3_kneaddata.out	 82.86	8356470
mGMB-100	mgm4548364.3_kneaddata.out	 81.67	7488838
mGMB-100	mgm4725857_kneaddata.out	 79.26	15030081
mGMB-100	mgm4725858_kneaddata.out	 86.20	20976157
mGMB-100	mgm4725859_kneaddata.out	 83.47	12770808
mGMB-100	mgm4725860_kneaddata.out	 80.33	17117069
mGMB-100	mgm4725861_kneaddata.out	 80.29	18133469
mGMB-100	mgm4725862_kneaddata.out	 90.68	7293275
mGMB-100	mgm4725863_kneaddata.out	 82.21	9787420
mGMB-100	mgm4725864_kneaddata.out	 83.15	19434292
mGMB-100	mgm4725865_kneaddata.out	 81.72	20002090
mGMB-100	mgm4725866_kneaddata.out	 90.81	10297113
mGMB-100	mgm4725867_kneaddata.out	 90.15	22400888
mGMB-100	mgm4725868_kneaddata.out	 83.47	24567551
mGMB-100	mgm4725869_kneaddata.out	 80.91	17007365
mGMB-100	mgm4725870_kneaddata.out	 77.70	17988847
mGMB-100	mgm4725871_kneaddata.out	 78.37	20879439
mGMB-100	mgm4725872_kneaddata.out	 84.23	24991028
mGMB-100	mgm4725873_kneaddata.out	 82.11	22291446
mGMB-100	mgm4725874_kneaddata.out	 81.71	26901517
mGMB-100	mgm4725875_kneaddata.out	 84.83	18740160
mGMB-100	mgm4725876_kneaddata.out	 87.40	11032106
mGMB-100	Sample_H2OW0M8_kneaddata.out	 87.58	16850861
mGMB-100	SRR10103340_1_kneaddata_paired.out	 69.64	18145817
mGMB-100	SRR10103341_1_kneaddata_paired.out	 71.43	24791403
mGMB-100	SRR10103342_1_kneaddata_paired.out	 69.45	19284823
mGMB-100	SRR10103343_1_kneaddata_paired.out	 71.30	20626846
mGMB-100	SRR10120756_1_kneaddata_paired.out	 66.25	13710178
mGMB-100	SRR10120757_1_kneaddata_paired.out	 63.69	4268649
mGMB-100	SRR10120758_1_kneaddata_paired.out	 66.61	13664474
mGMB-100	SRR10120760_1_kneaddata_paired.out	 69.43	10168676
mGMB-100	SRR10120761_1_kneaddata_paired.out	 69.02	7424216
mGMB-100	SRR10120762_1_kneaddata_paired.out	 68.55	9123630
mGMB-100	SRR10120763_1_kneaddata_paired.out	 82.94	10411857
mGMB-100	SRR10120764_1_kneaddata_paired.out	 82.76	7743982
mGMB-100	SRR10120765_1_kneaddata_paired.out	 84.88	16943762
mGMB-100	SRR10125071_1_kneaddata_paired.out	 95.90	1155647
mGMB-100	SRR10125072_1_kneaddata_paired.out	 95.62	1253351
mGMB-100	SRR10127609_1_kneaddata_paired.out	 99.38	813959
mGMB-100	SRR10127610_1_kneaddata_paired.out	 98.44	647919
mGMB-100	SRR10127611_1_kneaddata_paired.out	 95.76	781046
mGMB-100	SRR10127612_1_kneaddata_paired.out	 91.37	859076
mGMB-100	SRR10127614_1_kneaddata_paired.out	 94.58	881012
mGMB-100	SRR10127615_1_kneaddata_paired.out	 98.17	823300
mGMB-100	SRR10127616_1_kneaddata_paired.out	 97.68	567130
mGMB-100	SRR10127617_1_kneaddata_paired.out	 94.92	1224682
mGMB-100	SRR10127618_1_kneaddata_paired.out	 98.19	663014
mGMB-100	SRR10127619_1_kneaddata_paired.out	 99.02	777817
mGMB-100	SRR10127620_1_kneaddata_paired.out	 97.98	737455
mGMB-100	SRR10127621_1_kneaddata_paired.out	 99.37	747620
mGMB-100	SRR10127622_1_kneaddata_paired.out	 99.42	789739
mGMB-100	SRR10127623_1_kneaddata_paired.out	 95.32	834310
mGMB-100	SRR10127624_1_kneaddata_paired.out	 97.36	758968
mGMB-100	SRR10127625_1_kneaddata_paired.out	 96.78	1041384
mGMB-100	SRR10127626_1_kneaddata_paired.out	 94.74	746902
mGMB-100	SRR10127627_1_kneaddata_paired.out	 96.01	836085
mGMB-100	SRR10127628_1_kneaddata_paired.out	 96.39	829557
mGMB-100	SRR10127629_1_kneaddata_paired.out	 98.13	840207
mGMB-100	SRR10127630_1_kneaddata_paired.out	 97.72	756217
mGMB-100	SRR10127631_1_kneaddata_paired.out	 97.39	764484
mGMB-100	SRR10127633_1_kneaddata_paired.out	 91.40	980178
mGMB-100	SRR10127634_1_kneaddata_paired.out	 89.21	873163
mGMB-100	SRR10127635_1_kneaddata_paired.out	 95.95	670266
mGMB-100	SRR10127636_1_kneaddata_paired.out	 99.17	639515
mGMB-100	SRR10127637_1_kneaddata_paired.out	 94.56	672588
mGMB-100	SRR10127638_1_kneaddata_paired.out	 99.57	480251
mGMB-100	SRR10127639_1_kneaddata_paired.out	 97.42	1163780
mGMB-100	SRR10127640_1_kneaddata_paired.out	 97.52	832004
mGMB-100	SRR10380305_1_kneaddata_paired.out	 71.18	35691656
mGMB-100	SRR10380306_1_kneaddata_paired.out	 72.48	34712627
mGMB-100	SRR10380307_1_kneaddata_paired.out	 72.34	43240053
mGMB-100	SRR10430066_1_kneaddata_paired.out	 66.49	42113366
mGMB-100	SRR10594853_1_kneaddata_paired.out	 58.23	4951544
mGMB-100	SRR10594855_1_kneaddata_paired.out	 99.18	959969
mGMB-100	SRR10728393_1_kneaddata_paired.out	 82.83	3143513
mGMB-100	SRR10728394_1_kneaddata_paired.out	 84.46	2002633
mGMB-100	SRR10728395_1_kneaddata_paired.out	 84.48	1346612
mGMB-100	SRR10728400_1_kneaddata_paired.out	 85.46	4241025
mGMB-100	SRR10728403_1_kneaddata_paired.out	 83.64	3401042
mGMB-100	SRR10728404_1_kneaddata_paired.out	 85.32	3229619
mGMB-100	SRR10728405_1_kneaddata_paired.out	 83.82	2551511
mGMB-100	SRR10728406_1_kneaddata_paired.out	 79.75	2371937
mGMB-100	SRR10728407_1_kneaddata_paired.out	 84.90	2469648
mGMB-100	SRR10728408_1_kneaddata_paired.out	 73.83	1393778
mGMB-100	SRR10728411_1_kneaddata_paired.out	 85.77	3795435
mGMB-100	SRR10728416_1_kneaddata_paired.out	 87.79	2915824
mGMB-100	SRR10728417_1_kneaddata_paired.out	 83.33	1292860
mGMB-100	SRR10728418_1_kneaddata_paired.out	 84.95	2139325
mGMB-100	SRR10728419_1_kneaddata_paired.out	 82.04	2764450
mGMB-100	SRR10728420_1_kneaddata_paired.out	 83.89	2216332
mGMB-100	SRR10728421_1_kneaddata_paired.out	 83.53	1425488
mGMB-100	SRR10728422_1_kneaddata_paired.out	 87.18	3185505
mGMB-100	SRR10728429_1_kneaddata_paired.out	 83.14	3930340
mGMB-100	SRR10728430_1_kneaddata_paired.out	 82.46	5266314
mGMB-100	SRR10728431_1_kneaddata_paired.out	 80.18	3756953
mGMB-100	SRR10728432_1_kneaddata_paired.out	 83.90	4631723
mGMB-100	SRR10728433_1_kneaddata_paired.out	 84.97	2237132
mGMB-100	SRR10728434_1_kneaddata_paired.out	 84.24	5345675
mGMB-100	SRR10728435_1_kneaddata_paired.out	 83.19	3387592
mGMB-100	SRR10728436_1_kneaddata_paired.out	 84.44	1235476
mGMB-100	SRR10728437_1_kneaddata_paired.out	 70.34	1260203
mGMB-100	SRR10728438_1_kneaddata_paired.out	 83.42	3976660
mGMB-100	SRR10728445_1_kneaddata_paired.out	 83.36	3807777
mGMB-100	SRR10728467_1_kneaddata_paired.out	 81.50	3071914
mGMB-100	SRR10728499_1_kneaddata_paired.out	 85.01	3026306
mGMB-100	SRR10728510_1_kneaddata_paired.out	 77.90	3330184
mGMB-100	SRR10728512_1_kneaddata_paired.out	 88.26	3618472
mGMB-100	SRR10728513_1_kneaddata_paired.out	 83.76	2714035
mGMB-100	SRR10728514_1_kneaddata_paired.out	 84.40	3647881
mGMB-100	SRR10728522_1_kneaddata_paired.out	 76.59	2779904
