Database	Sample	Frac_unclassified	Count_unclassified
mGMB-100	ERR3199569_1_kneaddata_paired.out	 74.24	24470174
mGMB-100	ERR3199570_1_kneaddata_paired.out	 78.81	25761238
mGMB-100	ERR3199571_1_kneaddata_paired.out	 74.46	24174551
mGMB-100	ERR3199572_1_kneaddata_paired.out	 71.63	22887273
mGMB-100	ERR3199573_1_kneaddata_paired.out	 74.55	22507991
mGMB-100	ERR3199574_1_kneaddata_paired.out	 71.02	19612425
mGMB-100	ERR3199575_1_kneaddata_paired.out	 78.08	23622029
mGMB-100	ERR3199576_1_kneaddata_paired.out	 75.54	23321624
mGMB-100	ERR3199577_1_kneaddata_paired.out	 77.72	25993860
mGMB-100	ERR3199578_1_kneaddata_paired.out	 79.05	25044675
mGMB-100	ERR3199579_1_kneaddata_paired.out	 77.45	23142570
mGMB-100	ERR3199580_1_kneaddata_paired.out	 73.06	23956384
mGMB-100	ERR3199581_1_kneaddata_paired.out	 77.94	24335701
mGMB-100	ERR3199582_1_kneaddata_paired.out	 72.66	23534974
mGMB-100	ERR3199583_1_kneaddata_paired.out	 73.39	23380088
mGMB-100	ERR3199584_1_kneaddata_paired.out	 75.62	23003755
mGMB-100	ERR3199585_1_kneaddata_paired.out	 78.08	27075165
mGMB-100	ERR3199586_1_kneaddata_paired.out	 77.18	25763674
mGMB-100	ERR3199587_1_kneaddata_paired.out	 73.50	25096604
mGMB-100	ERR3199588_1_kneaddata_paired.out	 72.82	24703059
mGMB-100	ERR3199589_1_kneaddata_paired.out	 79.16	27449816
mGMB-100	ERR3199590_1_kneaddata_paired.out	 74.28	23950840
mGMB-100	ERR3199591_1_kneaddata_paired.out	 78.93	27786447
mGMB-100	ERR3199592_1_kneaddata_paired.out	 71.63	22933454
mGMB-100	ERR3199593_1_kneaddata_paired.out	 80.07	24972225
mGMB-100	ERR3199594_1_kneaddata_paired.out	 75.42	24205081
mGMB-100	ERR3199595_1_kneaddata_paired.out	 69.41	22627113
mGMB-100	ERR3199596_1_kneaddata_paired.out	 76.72	24340573
mGMB-100	ERR3199597_1_kneaddata_paired.out	 76.14	27397973
mGMB-100	ERR3199598_1_kneaddata_paired.out	 75.35	25786143
mGMB-100	ERR3199599_1_kneaddata_paired.out	 74.82	23628710
mGMB-100	ERR3199600_1_kneaddata_paired.out	 69.69	19964174
mGMB-100	ERR3199601_1_kneaddata_paired.out	 75.51	18509622
mGMB-100	ERR3199602_1_kneaddata_paired.out	 81.96	25508044
mGMB-100	ERR3199603_1_kneaddata_paired.out	 75.82	24706065
mGMB-100	ERR3199604_1_kneaddata_paired.out	 74.43	26015429
mGMB-100	ERR3199605_1_kneaddata_paired.out	 76.64	24227919
mGMB-100	ERR3199606_1_kneaddata_paired.out	 78.78	26199648
mGMB-100	ERR3199607_1_kneaddata_paired.out	 75.31	25432719
mGMB-100	ERR3199608_1_kneaddata_paired.out	 78.13	25040649
mGMB-100	ERR3199609_1_kneaddata_paired.out	 75.25	21980559
mGMB-100	ERR3199610_1_kneaddata_paired.out	 75.22	25872135
mGMB-100	ERR3199611_1_kneaddata_paired.out	 75.87	23779005
mGMB-100	ERR3199612_1_kneaddata_paired.out	 75.01	25870868
mGMB-100	ERR3199613_1_kneaddata_paired.out	 77.54	24266840
mGMB-100	ERR3199614_1_kneaddata_paired.out	 74.18	24845194
mGMB-100	ERR3199615_1_kneaddata_paired.out	 75.58	24284435
mGMB-100	ERR3199616_1_kneaddata_paired.out	 77.42	26715523
mGMB-100	ERR3199617_1_kneaddata_paired.out	 76.22	21891544
mGMB-100	ERR3199618_1_kneaddata_paired.out	 72.75	22207322
mGMB-100	ERR3199619_1_kneaddata_paired.out	 76.24	25555638
mGMB-100	ERR3199620_1_kneaddata_paired.out	 76.06	22452699
mGMB-100	ERR3199621_1_kneaddata_paired.out	 79.09	28186170
mGMB-100	ERR3199622_1_kneaddata_paired.out	 76.55	25385411
mGMB-100	ERR3199623_1_kneaddata_paired.out	 77.13	25964144
mGMB-100	ERR3199624_1_kneaddata_paired.out	 77.79	22537868
mGMB-100	ERR3199625_1_kneaddata_paired.out	 77.08	22471016
mGMB-100	ERR3199626_1_kneaddata_paired.out	 78.24	26306122
mGMB-100	ERR3199627_1_kneaddata_paired.out	 73.14	22804248
mGMB-100	ERR3199628_1_kneaddata_paired.out	 63.13	19481049
mGMB-100	ERR3199629_1_kneaddata_paired.out	 73.65	22091515
mGMB-100	ERR3199630_1_kneaddata_paired.out	 76.64	27247599
mGMB-100	ERR3199631_1_kneaddata_paired.out	 78.04	23220218
mGMB-100	ERR3199632_1_kneaddata_paired.out	 79.44	24055945
mGMB-100	ERR3199633_1_kneaddata_paired.out	 76.94	25055241
mGMB-100	ERR3199634_1_kneaddata_paired.out	 76.70	24660543
mGMB-100	ERR3199635_1_kneaddata_paired.out	 73.89	18816086
mGMB-100	ERR3199636_1_kneaddata_paired.out	 75.25	27126685
mGMB-100	ERR3199637_1_kneaddata_paired.out	 78.41	27691393
mGMB-100	ERR3199638_1_kneaddata_paired.out	 72.01	21685923
mGMB-100	ERR3199639_1_kneaddata_paired.out	 78.11	27502699
mGMB-100	ERR3199640_1_kneaddata_paired.out	 75.79	26315131
mGMB-100	ERR3199641_1_kneaddata_paired.out	 76.10	23547881
mGMB-100	ERR3199642_1_kneaddata_paired.out	 75.72	23632728
mGMB-100	ERR3199643_1_kneaddata_paired.out	 77.49	25187820
mGMB-100	ERR3199644_1_kneaddata_paired.out	 75.06	25489627
mGMB-100	ERR3199645_1_kneaddata_paired.out	 73.28	21249146
mGMB-100	ERR3199646_1_kneaddata_paired.out	 73.56	19713041
mGMB-100	ERR3199647_1_kneaddata_paired.out	 74.68	23468160
mGMB-100	ERR3199648_1_kneaddata_paired.out	 76.43	26134736
mGMB-100	ERR3199649_1_kneaddata_paired.out	 76.67	24827567
mGMB-100	ERR3199650_1_kneaddata_paired.out	 77.13	24912114
mGMB-100	ERR3199651_1_kneaddata_paired.out	 76.75	25724723
mGMB-100	ERR3199652_1_kneaddata_paired.out	 72.25	22965380
mGMB-100	ERR3199653_1_kneaddata_paired.out	 77.27	25375891
mGMB-100	ERR3199654_1_kneaddata_paired.out	 77.85	26718108
mGMB-100	ERR3199655_1_kneaddata_paired.out	 69.99	23997554
mGMB-100	ERR3199656_1_kneaddata_paired.out	 71.91	23817393
mGMB-100	ERR3199657_1_kneaddata_paired.out	 74.10	24863307
mGMB-100	ERR3199658_1_kneaddata_paired.out	 75.85	21554781
mGMB-100	ERR3199659_1_kneaddata_paired.out	 75.70	25263605
mGMB-100	ERR3199660_1_kneaddata_paired.out	 65.00	12481745
mGMB-100	ERR3199661_1_kneaddata_paired.out	 74.86	25739493
mGMB-100	ERR3199662_1_kneaddata_paired.out	 66.00	15355982
mGMB-100	ERR3199663_1_kneaddata_paired.out	 75.21	26068798
mGMB-100	ERR3199664_1_kneaddata_paired.out	 75.94	26062008
mGMB-100	ERR3199665_1_kneaddata_paired.out	 73.80	22736661
mGMB-100	ERR3199666_1_kneaddata_paired.out	 75.24	24012302
mGMB-100	ERR3199667_1_kneaddata_paired.out	 76.14	23145250
mGMB-100	ERR3199668_1_kneaddata_paired.out	 72.21	24993102
mGMB-100	ERR3199669_1_kneaddata_paired.out	 69.09	7635337
mGMB-100	ERR3199670_1_kneaddata_paired.out	 76.63	23240251
mGMB-100	ERR3199671_1_kneaddata_paired.out	 73.32	22599698
mGMB-100	ERR3199672_1_kneaddata_paired.out	 77.38	23823988
mGMB-100	ERR3199673_1_kneaddata_paired.out	 78.46	25273165
mGMB-100	ERR3199674_1_kneaddata_paired.out	 68.23	23079781
mGMB-100	ERR3199675_1_kneaddata_paired.out	 77.83	25503836
mGMB-100	ERR3199676_1_kneaddata_paired.out	 75.54	22639075
mGMB-100	ERR3199677_1_kneaddata_paired.out	 74.20	23116379
mGMB-100	ERR3199678_1_kneaddata_paired.out	 78.86	23773993
mGMB-100	ERR3199679_1_kneaddata_paired.out	 79.97	27924134
mGMB-100	ERR3199680_1_kneaddata_paired.out	 70.51	22374062
mGMB-100	ERR3199681_1_kneaddata_paired.out	 74.82	23072023
mGMB-100	ERR3199682_1_kneaddata_paired.out	 76.43	22713023
mGMB-100	ERR3199683_1_kneaddata_paired.out	 76.23	22649084
mGMB-100	ERR3199684_1_kneaddata_paired.out	 78.91	25277136
mGMB-100	ERR3199685_1_kneaddata_paired.out	 76.62	25749938
mGMB-100	ERR3199686_1_kneaddata_paired.out	 73.98	23503393
mGMB-100	ERR3199687_1_kneaddata_paired.out	 77.86	26389482
mGMB-100	ERR3199688_1_kneaddata_paired.out	 75.64	26923025
mGMB-100	ERR3199689_1_kneaddata_paired.out	 77.38	20965135
mGMB-100	ERR3199690_1_kneaddata_paired.out	 77.63	27130363
mGMB-100	ERR3199691_1_kneaddata_paired.out	 75.51	23886150
mGMB-100	ERR3199692_1_kneaddata_paired.out	 61.01	10784609
mGMB-100	ERR3199693_1_kneaddata_paired.out	 77.26	24837702
mGMB-100	ERR3199694_1_kneaddata_paired.out	 79.84	24647822
mGMB-100	ERR3199695_1_kneaddata_paired.out	 77.73	24589653
mGMB-100	ERR3199696_1_kneaddata_paired.out	 78.41	24673796
mGMB-100	ERR3199697_1_kneaddata_paired.out	 79.80	24956298
mGMB-100	ERR3357520_1_kneaddata_paired.out	 75.93	401811
mGMB-100	ERR3357521_1_kneaddata_paired.out	 65.81	7116887
mGMB-100	ERR3357522_1_kneaddata_paired.out	 65.03	2942392
mGMB-100	ERR3357523_1_kneaddata_paired.out	 75.69	453258
mGMB-100	ERR3357524_1_kneaddata_paired.out	 71.61	7994197
mGMB-100	ERR3357525_1_kneaddata_paired.out	 74.71	2497479
mGMB-100	ERR3357526_1_kneaddata_paired.out	 64.15	7940931
mGMB-100	ERR3357527_1_kneaddata_paired.out	 70.67	27916312
mGMB-100	ERR3357528_1_kneaddata_paired.out	 73.71	2103946
mGMB-100	ERR3357529_1_kneaddata_paired.out	 74.29	5649500
mGMB-100	ERR3357530_1_kneaddata_paired.out	 73.67	7008468
mGMB-100	ERR3357531_1_kneaddata_paired.out	 73.19	4623686
mGMB-100	ERR3357532_1_kneaddata_paired.out	 65.23	2286817
mGMB-100	ERR3357533_1_kneaddata_paired.out	 71.67	6473905
mGMB-100	ERR3357534_1_kneaddata_paired.out	 71.20	3419421
mGMB-100	ERR3357535_1_kneaddata_paired.out	 78.67	248737
mGMB-100	ERR3357536_1_kneaddata_paired.out	 72.74	6627302
mGMB-100	ERR3357537_1_kneaddata_paired.out	 70.37	2861372
mGMB-100	ERR3357538_1_kneaddata_paired.out	 66.96	8544107
mGMB-100	ERR3357539_1_kneaddata_paired.out	 90.31	50252
mGMB-100	ERR3357540_1_kneaddata_paired.out	 74.12	7129083
mGMB-100	ERR3357541_1_kneaddata_paired.out	 75.99	5093216
mGMB-100	ERR3357542_1_kneaddata_paired.out	 94.20	56698
mGMB-100	ERR3357543_1_kneaddata_paired.out	 75.08	8201882
mGMB-100	ERR3357544_1_kneaddata_paired.out	 74.60	3267959
mGMB-100	ERR3357545_1_kneaddata_paired.out	 72.84	11092960
mGMB-100	ERR3357546_1_kneaddata_paired.out	 63.38	903872
mGMB-100	ERR3357547_1_kneaddata_paired.out	 67.70	9117555
mGMB-100	ERR3357548_1_kneaddata_paired.out	 67.08	3843612
mGMB-100	ERR3357549_1_kneaddata_paired.out	 63.36	13727328
mGMB-100	ERR3357550_1_kneaddata_paired.out	 64.56	26416799
mGMB-100	ERR3357551_1_kneaddata_paired.out	 75.61	12038607
mGMB-100	ERR3357552_1_kneaddata_paired.out	 74.99	21218041
mGMB-100	ERR3357553_1_kneaddata_paired.out	 75.62	147609
mGMB-100	ERR3357554_1_kneaddata_paired.out	 76.55	9548185
mGMB-100	ERR3357555_1_kneaddata_paired.out	 77.89	4825503
mGMB-100	ERR3357556_1_kneaddata_paired.out	 77.10	25165861
mGMB-100	ERR3357557_1_kneaddata_paired.out	 80.09	180683
mGMB-100	ERR3357558_1_kneaddata_paired.out	 70.93	6993835
mGMB-100	ERR3357559_1_kneaddata_paired.out	 72.56	3675036
mGMB-100	ERR3357560_1_kneaddata_paired.out	 74.60	428750
mGMB-100	ERR3357561_1_kneaddata_paired.out	 76.35	8965553
mGMB-100	ERR3357562_1_kneaddata_paired.out	 77.14	4178174
mGMB-100	ERR3357563_1_kneaddata_paired.out	 71.68	9338676
mGMB-100	ERR3357564_1_kneaddata_paired.out	 76.13	15141740
mGMB-100	ERR3357565_1_kneaddata_paired.out	 80.62	21566152
mGMB-100	ERR3357566_1_kneaddata_paired.out	 86.69	499653
mGMB-100	ERR3357567_1_kneaddata_paired.out	 79.87	10449156
mGMB-100	ERR3357568_1_kneaddata_paired.out	 78.95	4771098
mGMB-100	ERR3357569_1_kneaddata_paired.out	 75.46	29375902
mGMB-100	ERR3357570_1_kneaddata_paired.out	 88.64	78741
mGMB-100	ERR3357571_1_kneaddata_paired.out	 73.38	10182396
mGMB-100	ERR3357572_1_kneaddata_paired.out	 65.22	4266995
mGMB-100	ERR3357573_1_kneaddata_paired.out	 71.72	18789006
mGMB-100	ERR3357574_1_kneaddata_paired.out	 71.97	18080505
mGMB-100	ERR3357575_1_kneaddata_paired.out	 66.19	22395623
mGMB-100	ERR3357576_1_kneaddata_paired.out	 73.62	10609916
mGMB-100	ERR3357577_1_kneaddata_paired.out	 75.01	2681787
mGMB-100	ERR3357578_1_kneaddata_paired.out	 80.16	1834785
mGMB-100	ERR3357579_1_kneaddata_paired.out	 78.19	10178197
mGMB-100	ERR3357580_1_kneaddata_paired.out	 81.01	4562465
mGMB-100	ERR3357581_1_kneaddata_paired.out	 69.27	9657956
mGMB-100	ERR3357582_1_kneaddata_paired.out	 70.82	3495177
mGMB-100	ERR3357583_1_kneaddata_paired.out	 73.18	8788246
mGMB-100	ERR3357584_1_kneaddata_paired.out	 73.30	2974874
mGMB-100	ERR3357585_1_kneaddata_paired.out	 73.19	402980
mGMB-100	ERR3357586_1_kneaddata_paired.out	 74.18	7519738
mGMB-100	ERR3357587_1_kneaddata_paired.out	 75.88	5453618
mGMB-100	ERR3357588_1_kneaddata_paired.out	 71.06	230415
mGMB-100	ERR3357589_1_kneaddata_paired.out	 73.80	11341771
mGMB-100	ERR3357590_1_kneaddata_paired.out	 80.64	12766496
mGMB-100	ERR3357591_1_kneaddata_paired.out	 76.82	9282832
mGMB-100	ERR3357592_1_kneaddata_paired.out	 77.62	26692289
mGMB-100	ERR3357593_1_kneaddata_paired.out	 70.57	7813723
mGMB-100	ERR3357594_1_kneaddata_paired.out	 74.81	3188607
mGMB-100	ERR3357615_1_kneaddata_paired.out	 75.15	21999693
mGMB-100	ERR3357616_1_kneaddata_paired.out	 69.70	16525708
mGMB-100	ERR3357617_1_kneaddata_paired.out	 72.08	10052573
mGMB-100	ERR3357618_1_kneaddata_paired.out	 78.82	13212125
mGMB-100	ERR3357619_1_kneaddata_paired.out	 56.91	16869195
mGMB-100	ERR3357620_1_kneaddata_paired.out	 76.59	17817830
mGMB-100	ERR3357621_1_kneaddata_paired.out	 79.65	27451486
mGMB-100	ERR3357622_1_kneaddata_paired.out	 76.91	23146288
mGMB-100	ERR3357623_1_kneaddata_paired.out	 76.58	20960531
mGMB-100	ERR3357624_1_kneaddata_paired.out	 72.50	22305819
mGMB-100	ERR3357625_1_kneaddata_paired.out	 74.66	19985042
mGMB-100	ERR3357626_1_kneaddata_paired.out	 79.32	27693259
mGMB-100	ERR3357627_1_kneaddata_paired.out	 78.33	22113906
mGMB-100	ERR3357628_1_kneaddata_paired.out	 75.82	21836646
mGMB-100	ERR3357629_1_kneaddata_paired.out	 60.61	15631305
mGMB-100	ERR3357630_1_kneaddata_paired.out	 61.33	11793810
mGMB-100	ERR3357631_1_kneaddata_paired.out	 32.40	11255430
mGMB-100	ERR3357632_1_kneaddata_paired.out	 58.26	13817218
mGMB-100	ERR3357633_1_kneaddata_paired.out	 79.98	24704892
mGMB-100	ERR3357634_1_kneaddata_paired.out	 73.78	22743729
mGMB-100	ERR3357635_1_kneaddata_paired.out	 58.22	10160306
mGMB-100	ERR3357636_1_kneaddata_paired.out	 80.90	25772450
mGMB-100	ERR3357637_1_kneaddata_paired.out	 69.72	26319982
mGMB-100	ERR3357638_1_kneaddata_paired.out	 77.62	25638522
mGMB-100	ERR3357639_1_kneaddata_paired.out	 66.80	18802054
mGMB-100	ERR3357640_1_kneaddata_paired.out	 79.26	22555849
mGMB-100	ERR3357641_1_kneaddata_paired.out	 78.69	16316227
mGMB-100	ERR3357642_1_kneaddata_paired.out	 50.22	15382785
mGMB-100	ERR3357643_1_kneaddata_paired.out	 78.99	22130085
mGMB-100	ERR3357644_1_kneaddata_paired.out	 59.80	18988504
mGMB-100	ERR3473656_1_kneaddata_paired.out	 75.23	21211386
mGMB-100	ERR3473657_1_kneaddata_paired.out	 76.01	23209060
mGMB-100	ERR3473658_1_kneaddata_paired.out	 77.61	24903929
mGMB-100	ERR3473659_1_kneaddata_paired.out	 75.66	18565212
mGMB-100	ERR3473660_1_kneaddata_paired.out	 74.84	18164822
mGMB-100	ERR3473661_1_kneaddata_paired.out	 75.37	33969780
mGMB-100	ERR3473662_1_kneaddata_paired.out	 74.78	33900233
mGMB-100	ERR3473663_1_kneaddata_paired.out	 75.99	16764142
mGMB-100	ERR3598092_1_kneaddata_paired.out	 67.39	228521
mGMB-100	ERR3598093_1_kneaddata_paired.out	 67.63	211819
mGMB-100	ERR3598094_1_kneaddata_paired.out	 67.48	229887
mGMB-100	ERR3598095_1_kneaddata_paired.out	 67.52	231315
mGMB-100	ERR3598096_1_kneaddata_paired.out	 68.79	381310
mGMB-100	ERR3598097_1_kneaddata_paired.out	 68.98	350943
mGMB-100	ERR3598098_1_kneaddata_paired.out	 68.81	380573
mGMB-100	ERR3598099_1_kneaddata_paired.out	 68.73	380770
mGMB-100	ERR3598100_1_kneaddata_paired.out	 68.83	288478
mGMB-100	ERR3598101_1_kneaddata_paired.out	 69.21	263464
mGMB-100	ERR3598102_1_kneaddata_paired.out	 68.99	289826
mGMB-100	ERR3598103_1_kneaddata_paired.out	 68.90	289034
mGMB-100	ERR3598104_1_kneaddata_paired.out	 70.83	264409
mGMB-100	ERR3598105_1_kneaddata_paired.out	 70.99	242923
mGMB-100	ERR3598106_1_kneaddata_paired.out	 70.95	267269
mGMB-100	ERR3598107_1_kneaddata_paired.out	 70.77	266765
mGMB-100	ERR3598108_1_kneaddata_paired.out	 67.66	251443
mGMB-100	ERR3598109_1_kneaddata_paired.out	 67.81	231283
mGMB-100	ERR3598110_1_kneaddata_paired.out	 67.70	250430
mGMB-100	ERR3598111_1_kneaddata_paired.out	 67.55	252462
mGMB-100	ERR3610232_1_kneaddata_paired.out	 67.39	228520
mGMB-100	ERR3610233_1_kneaddata_paired.out	 67.63	211813
mGMB-100	ERR3610234_1_kneaddata_paired.out	 67.48	229892
mGMB-100	ERR3610235_1_kneaddata_paired.out	 67.52	231316
mGMB-100	ERR3610236_1_kneaddata_paired.out	 68.79	381309
mGMB-100	ERR3610237_1_kneaddata_paired.out	 68.98	350944
mGMB-100	ERR3610238_1_kneaddata_paired.out	 68.81	380569
mGMB-100	ERR3610239_1_kneaddata_paired.out	 68.73	380767
mGMB-100	ERR3610240_1_kneaddata_paired.out	 68.83	288477
mGMB-100	ERR3610241_1_kneaddata_paired.out	 69.21	263465
mGMB-100	ERR3610242_1_kneaddata_paired.out	 68.99	289824
mGMB-100	ERR3610243_1_kneaddata_paired.out	 68.90	289035
mGMB-100	ERR3610244_1_kneaddata_paired.out	 70.83	264407
mGMB-100	ERR3610245_1_kneaddata_paired.out	 70.99	242924
mGMB-100	ERR3610246_1_kneaddata_paired.out	 70.95	267270
mGMB-100	ERR3610247_1_kneaddata_paired.out	 70.77	266764
mGMB-100	ERR3610248_1_kneaddata_paired.out	 67.67	251443
mGMB-100	ERR3610249_1_kneaddata_paired.out	 67.81	231280
mGMB-100	ERR3610250_1_kneaddata_paired.out	 67.70	250430
mGMB-100	ERR3610251_1_kneaddata_paired.out	 67.55	252459
mGMB-100	ERR3957830_1_kneaddata_paired.out	 74.60	21676059
mGMB-100	ERR3957831_1_kneaddata_paired.out	 72.93	20729709
mGMB-100	ERR3957832_1_kneaddata_paired.out	 75.36	12068000
mGMB-100	ERR3957833_1_kneaddata_paired.out	 73.22	22115461
mGMB-100	ERR3957834_1_kneaddata_paired.out	 78.61	17624864
mGMB-100	ERR3957835_1_kneaddata_paired.out	 72.51	21173234
mGMB-100	ERR3957836_1_kneaddata_paired.out	 74.95	15217452
mGMB-100	ERR3957837_1_kneaddata_paired.out	 71.36	21598425
mGMB-100	ERR3957838_1_kneaddata_paired.out	 75.42	14244366
mGMB-100	ERR3957839_1_kneaddata_paired.out	 68.66	16445055
mGMB-100	ERR3957840_1_kneaddata_paired.out	 79.05	15837812
mGMB-100	ERR3957841_1_kneaddata_paired.out	 68.34	18661505
mGMB-100	ERR3957842_1_kneaddata_paired.out	 74.28	15828895
mGMB-100	ERR3957843_1_kneaddata_paired.out	 72.98	22286628
mGMB-100	ERR3957844_1_kneaddata_paired.out	 72.46	16667905
mGMB-100	ERR3957845_1_kneaddata_paired.out	 70.13	20165148
mGMB-100	ERR3957846_1_kneaddata_paired.out	 79.32	20361241
mGMB-100	ERR3957847_1_kneaddata_paired.out	 74.25	17763652
mGMB-100	ERR3957848_1_kneaddata_paired.out	 74.44	19891050
mGMB-100	ERR3957849_1_kneaddata_paired.out	 72.42	19294008
mGMB-100	ERR3957850_1_kneaddata_paired.out	 75.71	15298505
mGMB-100	ERR3957851_1_kneaddata_paired.out	 72.08	15009221
mGMB-100	ERR3957852_1_kneaddata_paired.out	 76.67	15445292
mGMB-100	ERR3957853_1_kneaddata_paired.out	 70.46	15341504
mGMB-100	ERR3957854_1_kneaddata_paired.out	 74.79	14099389
mGMB-100	ERR3957855_1_kneaddata_paired.out	 72.31	14539430
mGMB-100	ERR3957856_1_kneaddata_paired.out	 75.21	18933432
mGMB-100	ERR3957857_1_kneaddata_paired.out	 70.80	14481679
mGMB-100	ERR3957858_1_kneaddata_paired.out	 77.73	15452733
mGMB-100	ERR3957859_1_kneaddata_paired.out	 72.54	17455906
mGMB-100	ERR3957860_1_kneaddata_paired.out	 76.71	28747428
mGMB-100	ERR3957861_1_kneaddata_paired.out	 69.00	18052757
mGMB-100	ERR3957862_1_kneaddata_paired.out	 75.51	13242212
mGMB-100	ERR3957863_1_kneaddata_paired.out	 68.76	22174598
mGMB-100	ERR3957864_1_kneaddata_paired.out	 74.49	13614620
mGMB-100	ERR3957865_1_kneaddata_paired.out	 70.42	25205991
mGMB-100	ERR3957866_1_kneaddata_paired.out	 77.67	15504729
mGMB-100	ERR3957867_1_kneaddata_paired.out	 68.50	20694364
mGMB-100	ERR3957868_1_kneaddata_paired.out	 75.44	14846957
mGMB-100	ERR3957869_1_kneaddata_paired.out	 73.33	16438533
mGMB-100	ERR3957870_1_kneaddata_paired.out	 74.44	18951062
mGMB-100	ERR3957871_1_kneaddata_paired.out	 71.46	16540682
mGMB-100	ERR3957872_1_kneaddata_paired.out	 79.96	17151398
mGMB-100	ERR3957873_1_kneaddata_paired.out	 78.93	17738600
mGMB-100	ERR3957874_1_kneaddata_paired.out	 76.29	14394321
mGMB-100	ERR3957875_1_kneaddata_paired.out	 74.54	17476119
mGMB-100	ERR3957876_1_kneaddata_paired.out	 76.14	16614329
mGMB-100	ERR3957877_1_kneaddata_paired.out	 81.30	20564869
mGMB-100	ERR3957878_1_kneaddata_paired.out	 76.21	15171225
mGMB-100	ERR3957879_1_kneaddata_paired.out	 78.85	22951238
mGMB-100	ERR3957880_1_kneaddata_paired.out	 74.30	18736821
mGMB-100	ERR3957881_1_kneaddata_paired.out	 70.48	17630537
mGMB-100	ERR3957882_1_kneaddata_paired.out	 76.05	26259000
mGMB-100	ERR3957883_1_kneaddata_paired.out	 71.20	16037309
mGMB-100	ERR3957884_1_kneaddata_paired.out	 75.60	22107826
mGMB-100	ERR3957885_1_kneaddata_paired.out	 72.84	17169572
mGMB-100	ERR3957886_1_kneaddata_paired.out	 75.84	23519434
mGMB-100	ERR3957887_1_kneaddata_paired.out	 61.63	13217676
mGMB-100	ERR3957888_1_kneaddata_paired.out	 79.34	11872926
mGMB-100	ERR3957889_1_kneaddata_paired.out	 69.11	16128178
mGMB-100	ERR3957890_1_kneaddata_paired.out	 76.33	19416196
mGMB-100	ERR3957891_1_kneaddata_paired.out	 68.78	32118768
mGMB-100	ERR3957892_1_kneaddata_paired.out	 73.25	21540552
mGMB-100	ERR3957893_1_kneaddata_paired.out	 70.80	40505668
mGMB-100	ERR3957894_1_kneaddata_paired.out	 79.86	19903093
mGMB-100	ERR3957895_1_kneaddata_paired.out	 70.03	17745748
mGMB-100	ERR3957896_1_kneaddata_paired.out	 56.43	16112913
mGMB-100	ERR3957897_1_kneaddata_paired.out	 70.61	23482074
mGMB-100	ERR3957898_1_kneaddata_paired.out	 75.29	18403432
mGMB-100	ERR3957899_1_kneaddata_paired.out	 67.25	14130550
mGMB-100	ERR3957900_1_kneaddata_paired.out	 76.12	17924031
mGMB-100	ERR3957901_1_kneaddata_paired.out	 68.44	20312777
mGMB-100	ERR3957902_1_kneaddata_paired.out	 75.63	14328947
mGMB-100	ERR3957903_1_kneaddata_paired.out	 68.69	17544678
mGMB-100	ERR3957904_1_kneaddata_paired.out	 76.11	16152831
mGMB-100	ERR3957905_1_kneaddata_paired.out	 69.36	15307481
mGMB-100	ERR3957906_1_kneaddata_paired.out	 76.21	13133581
mGMB-100	ERR3957907_1_kneaddata_paired.out	 75.84	19680243
mGMB-100	ERR3957908_1_kneaddata_paired.out	 74.30	14179766
mGMB-100	ERR3957909_1_kneaddata_paired.out	 67.85	18044473
mGMB-100	ERR3957910_1_kneaddata_paired.out	 80.51	17723893
mGMB-100	ERR3957911_1_kneaddata_paired.out	 70.45	19939318
mGMB-100	ERR3957912_1_kneaddata_paired.out	 76.03	18192293
mGMB-100	ERR3957913_1_kneaddata_paired.out	 72.43	20636783
mGMB-100	ERR3957914_1_kneaddata_paired.out	 75.91	16030053
mGMB-100	ERR3957915_1_kneaddata_paired.out	 67.48	19834964
mGMB-100	ERR3957916_1_kneaddata_paired.out	 74.65	11827286
mGMB-100	ERR3957917_1_kneaddata_paired.out	 68.86	19999663
mGMB-100	ERR3957918_1_kneaddata_paired.out	 76.04	10962639
mGMB-100	ERR3957919_1_kneaddata_paired.out	 72.98	16182828
mGMB-100	ERR580745_kneaddata.out	 83.99	17089012
mGMB-100	ERR580746_kneaddata.out	 85.83	17604141
mGMB-100	ERR580842_kneaddata.out	 88.81	11417473
mGMB-100	ERR580843_kneaddata.out	 87.98	20802878
mGMB-100	ERR580844_kneaddata.out	 84.83	16534359
mGMB-100	ERR580845_kneaddata.out	 75.32	10137402
mGMB-100	ERR580846_kneaddata.out	 78.70	13912150
mGMB-100	ERR580847_kneaddata.out	 84.28	11708628
mGMB-100	ERR580894_kneaddata.out	 89.56	16638597
mGMB-100	ERR580895_kneaddata.out	 89.82	16159989
mGMB-100	ERR580896_kneaddata.out	 88.18	16306476
mGMB-100	ERR580897_kneaddata.out	 89.86	13925703
mGMB-100	ERR580898_kneaddata.out	 85.01	18696574
mGMB-100	ERR580899_kneaddata.out	 83.83	16828388
mGMB-100	ERR580900_kneaddata.out	 84.63	17437566
mGMB-100	ERR580901_kneaddata.out	 85.61	18505001
mGMB-100	ERR580903_kneaddata.out	 87.43	16946900
mGMB-100	ERR580904_kneaddata.out	 87.49	14796457
mGMB-100	ERR580906_kneaddata.out	 87.41	16151399
mGMB-100	ERR580907_kneaddata.out	 86.44	19915341
mGMB-100	ERR580908_kneaddata.out	 88.06	18290108
