Sample	Species	Taxonomy_ID	Taxonomy_level	Kraken_initial	Added_reads	Species_read_count	Species_read_fraction
ERR3199526_1_kneaddata_paired	Elusimicrobiota	11888	P	197653	0	197653	0.00711
ERR3199526_1_kneaddata_paired	Actinobacteriota	615	P	100007	200	100207	0.00361
ERR3199526_1_kneaddata_paired	Deferribacterota	10822	P	68328	261	68589	0.00247
ERR3199526_1_kneaddata_paired	Spirochaetota	32587	P	1154	1	1155	0.00004
ERR3199526_1_kneaddata_paired	Firmicutes_B	17289	P	868	31	899	0.00003
ERR3199526_1_kneaddata_paired	Firmicutes_I	18140	P	345	0	345	0.00001
ERR3199526_1_kneaddata_paired	Firmicutes_C	17613	P	169	0	169	0.00001
ERR3199526_1_kneaddata_paired	Thermotogota	33086	P	96	0	96	0.00000
ERR3199527_1_kneaddata_paired	Bacteroidota	4587	P	17797878	66710	17864588	0.67297
ERR3199527_1_kneaddata_paired	Firmicutes_A	14608	P	5882262	27125	5909387	0.22261
ERR3199527_1_kneaddata_paired	Firmicutes	12188	P	906212	52934	959146	0.03613
ERR3199527_1_kneaddata_paired	Verrucomicrobiota	33333	P	819164	7354	826518	0.03114
ERR3199527_1_kneaddata_paired	Actinobacteriota	615	P	303494	594	304088	0.01146
ERR3199527_1_kneaddata_paired	Spirochaetota	32587	P	218609	116	218725	0.00824
ERR3199527_1_kneaddata_paired	Desulfobacterota_A	11509	P	207761	1925	209686	0.00790
ERR3199527_1_kneaddata_paired	Proteobacteria	22518	P	91646	651	92297	0.00348
ERR3199527_1_kneaddata_paired	Campylobacterota	8700	P	74138	25	74163	0.00279
ERR3199527_1_kneaddata_paired	Elusimicrobiota	11888	P	35538	0	35538	0.00134
ERR3199527_1_kneaddata_paired	Deferribacterota	10822	P	28477	106	28583	0.00108
ERR3199527_1_kneaddata_paired	Cyanobacteria	9876	P	21251	1026	22277	0.00084
ERR3199527_1_kneaddata_paired	Firmicutes_B	17289	P	517	18	535	0.00002
ERR3199527_1_kneaddata_paired	Firmicutes_I	18140	P	349	0	349	0.00001
ERR3199527_1_kneaddata_paired	Firmicutes_C	17613	P	99	0	99	0.00000
ERR3199527_1_kneaddata_paired	Thermotogota	33086	P	15	0	15	0.00000
ERR3199528_1_kneaddata_paired	Bacteroidota	4587	P	21020848	88371	21109219	0.78046
ERR3199528_1_kneaddata_paired	Firmicutes_A	14608	P	2065437	25066	2090503	0.07729
ERR3199528_1_kneaddata_paired	Verrucomicrobiota	33333	P	1823782	15581	1839363	0.06801
ERR3199528_1_kneaddata_paired	Proteobacteria	22518	P	564018	3081	567099	0.02097
ERR3199528_1_kneaddata_paired	Actinobacteriota	615	P	352966	561	353527	0.01307
ERR3199528_1_kneaddata_paired	Firmicutes	12188	P	334515	22505	357020	0.01320
ERR3199528_1_kneaddata_paired	Spirochaetota	32587	P	207015	106	207121	0.00766
ERR3199528_1_kneaddata_paired	Elusimicrobiota	11888	P	171855	0	171855	0.00635
ERR3199528_1_kneaddata_paired	Cyanobacteria	9876	P	133404	7503	140907	0.00521
ERR3199528_1_kneaddata_paired	Desulfobacterota_A	11509	P	96503	1081	97584	0.00361
ERR3199528_1_kneaddata_paired	Campylobacterota	8700	P	82993	6	82999	0.00307
ERR3199528_1_kneaddata_paired	Deferribacterota	10822	P	29249	106	29355	0.00109
ERR3199528_1_kneaddata_paired	Firmicutes_B	17289	P	353	12	365	0.00001
ERR3199528_1_kneaddata_paired	Firmicutes_I	18140	P	147	0	147	0.00001
ERR3199528_1_kneaddata_paired	Firmicutes_C	17613	P	81	0	81	0.00000
ERR3199528_1_kneaddata_paired	Thermotogota	33086	P	17	0	17	0.00000
ERR3199529_1_kneaddata_paired	Bacteroidota	4587	P	20437025	93916	20530941	0.78861
ERR3199529_1_kneaddata_paired	Firmicutes_A	14608	P	2746652	23201	2769853	0.10639
ERR3199529_1_kneaddata_paired	Firmicutes	12188	P	731369	15533	746902	0.02869
ERR3199529_1_kneaddata_paired	Spirochaetota	32587	P	388579	243	388822	0.01493
ERR3199529_1_kneaddata_paired	Proteobacteria	22518	P	307436	463	307899	0.01183
ERR3199529_1_kneaddata_paired	Verrucomicrobiota	33333	P	297695	3110	300805	0.01155
ERR3199529_1_kneaddata_paired	Actinobacteriota	615	P	266318	479	266797	0.01025
ERR3199529_1_kneaddata_paired	Cyanobacteria	9876	P	266036	22884	288920	0.01110
ERR3199529_1_kneaddata_paired	Campylobacterota	8700	P	241488	61	241549	0.00928
ERR3199529_1_kneaddata_paired	Elusimicrobiota	11888	P	89427	0	89427	0.00343
ERR3199529_1_kneaddata_paired	Desulfobacterota_A	11509	P	74160	1020	75180	0.00289
ERR3199529_1_kneaddata_paired	Deferribacterota	10822	P	26406	116	26522	0.00102
ERR3199529_1_kneaddata_paired	Firmicutes_I	18140	P	420	0	420	0.00002
ERR3199529_1_kneaddata_paired	Firmicutes_B	17289	P	314	13	327	0.00001
ERR3199529_1_kneaddata_paired	Firmicutes_C	17613	P	43	0	43	0.00000
ERR3199529_1_kneaddata_paired	Thermotogota	33086	P	9	0	9	0.00000
ERR3199530_1_kneaddata_paired	Bacteroidota	4587	P	13382056	42019	13424075	0.45471
ERR3199530_1_kneaddata_paired	Firmicutes_A	14608	P	13123723	123847	13247570	0.44874
ERR3199530_1_kneaddata_paired	Firmicutes	12188	P	618784	7007	625791	0.02120
ERR3199530_1_kneaddata_paired	Desulfobacterota_A	11509	P	496961	4623	501584	0.01699
ERR3199530_1_kneaddata_paired	Campylobacterota	8700	P	359573	16	359589	0.01218
ERR3199530_1_kneaddata_paired	Spirochaetota	32587	P	351595	179	351774	0.01192
ERR3199530_1_kneaddata_paired	Verrucomicrobiota	33333	P	350847	3006	353853	0.01199
ERR3199530_1_kneaddata_paired	Deferribacterota	10822	P	234091	850	234941	0.00796
ERR3199530_1_kneaddata_paired	Actinobacteriota	615	P	212634	406	213040	0.00722
ERR3199530_1_kneaddata_paired	Proteobacteria	22518	P	125256	519	125775	0.00426
ERR3199530_1_kneaddata_paired	Cyanobacteria	9876	P	73856	5086	78942	0.00267
ERR3199530_1_kneaddata_paired	Elusimicrobiota	11888	P	3656	0	3656	0.00012
ERR3199530_1_kneaddata_paired	Firmicutes_B	17289	P	921	31	952	0.00003
ERR3199530_1_kneaddata_paired	Firmicutes_I	18140	P	318	0	318	0.00001
ERR3199530_1_kneaddata_paired	Firmicutes_C	17613	P	97	0	97	0.00000
ERR3199530_1_kneaddata_paired	Thermotogota	33086	P	7	0	7	0.00000
ERR3199531_1_kneaddata_paired	Bacteroidota	4587	P	17153430	71364	17224794	0.62557
ERR3199531_1_kneaddata_paired	Firmicutes_A	14608	P	6621424	81763	6703187	0.24345
ERR3199531_1_kneaddata_paired	Verrucomicrobiota	33333	P	982477	9365	991842	0.03602
ERR3199531_1_kneaddata_paired	Spirochaetota	32587	P	521816	299	522115	0.01896
ERR3199531_1_kneaddata_paired	Elusimicrobiota	11888	P	457618	0	457618	0.01662
ERR3199531_1_kneaddata_paired	Firmicutes	12188	P	452507	5816	458323	0.01665
ERR3199531_1_kneaddata_paired	Actinobacteriota	615	P	394624	831	395455	0.01436
ERR3199531_1_kneaddata_paired	Desulfobacterota_A	11509	P	266969	3234	270203	0.00981
ERR3199531_1_kneaddata_paired	Proteobacteria	22518	P	218276	1176	219452	0.00797
ERR3199531_1_kneaddata_paired	Campylobacterota	8700	P	216293	16	216309	0.00786
ERR3199531_1_kneaddata_paired	Cyanobacteria	9876	P	48538	3309	51847	0.00188
ERR3199531_1_kneaddata_paired	Deferribacterota	10822	P	22314	90	22404	0.00081
ERR3199531_1_kneaddata_paired	Firmicutes_B	17289	P	590	23	613	0.00002
ERR3199531_1_kneaddata_paired	Firmicutes_I	18140	P	255	0	255	0.00001
ERR3199531_1_kneaddata_paired	Firmicutes_C	17613	P	101	0	101	0.00000
ERR3199531_1_kneaddata_paired	Thermotogota	33086	P	9	0	9	0.00000
ERR3199532_1_kneaddata_paired	Bacteroidota	4587	P	12074737	59175	12133912	0.41797
ERR3199532_1_kneaddata_paired	Firmicutes_A	14608	P	11971916	61443	12033359	0.41451
ERR3199532_1_kneaddata_paired	Verrucomicrobiota	33333	P	1486462	11956	1498418	0.05162
ERR3199532_1_kneaddata_paired	Spirochaetota	32587	P	758919	367	759286	0.02615
ERR3199532_1_kneaddata_paired	Campylobacterota	8700	P	720647	11	720658	0.02482
ERR3199532_1_kneaddata_paired	Firmicutes	12188	P	673554	3299	676853	0.02332
ERR3199532_1_kneaddata_paired	Desulfobacterota_A	11509	P	422776	4137	426913	0.01471
ERR3199532_1_kneaddata_paired	Proteobacteria	22518	P	354666	441	355107	0.01223
ERR3199532_1_kneaddata_paired	Deferribacterota	10822	P	271294	934	272228	0.00938
ERR3199532_1_kneaddata_paired	Actinobacteriota	615	P	96412	190	96602	0.00333
ERR3199532_1_kneaddata_paired	Cyanobacteria	9876	P	51861	2685	54546	0.00188
ERR3199532_1_kneaddata_paired	Firmicutes_B	17289	P	1291	42	1333	0.00005
ERR3199532_1_kneaddata_paired	Elusimicrobiota	11888	P	943	0	943	0.00003
ERR3199532_1_kneaddata_paired	Firmicutes_I	18140	P	216	0	216	0.00001
ERR3199532_1_kneaddata_paired	Firmicutes_C	17613	P	191	0	191	0.00001
ERR3199532_1_kneaddata_paired	Thermotogota	33086	P	15	0	15	0.00000
ERR3199533_1_kneaddata_paired	Bacteroidota	4587	P	22306282	123963	22430245	0.73816
ERR3199533_1_kneaddata_paired	Firmicutes_A	14608	P	4455885	26615	4482500	0.14751
ERR3199533_1_kneaddata_paired	Firmicutes	12188	P	1515862	18562	1534424	0.05050
ERR3199533_1_kneaddata_paired	Verrucomicrobiota	33333	P	942443	9050	951493	0.03131
ERR3199533_1_kneaddata_paired	Actinobacteriota	615	P	383204	317	383521	0.01262
ERR3199533_1_kneaddata_paired	Cyanobacteria	9876	P	179568	13353	192921	0.00635
ERR3199533_1_kneaddata_paired	Proteobacteria	22518	P	135965	363	136328	0.00449
ERR3199533_1_kneaddata_paired	Desulfobacterota_A	11509	P	92044	1131	93175	0.00307
ERR3199533_1_kneaddata_paired	Spirochaetota	32587	P	71406	42	71448	0.00235
ERR3199533_1_kneaddata_paired	Campylobacterota	8700	P	61691	5	61696	0.00203
ERR3199533_1_kneaddata_paired	Elusimicrobiota	11888	P	37827	0	37827	0.00124
ERR3199533_1_kneaddata_paired	Deferribacterota	10822	P	9568	38	9606	0.00032
ERR3199533_1_kneaddata_paired	Firmicutes_I	18140	P	807	0	807	0.00003
ERR3199533_1_kneaddata_paired	Firmicutes_B	17289	P	659	25	684	0.00002
ERR3199533_1_kneaddata_paired	Firmicutes_C	17613	P	126	0	126	0.00000
ERR3199533_1_kneaddata_paired	Thermotogota	33086	P	23	0	23	0.00000
ERR3199534_1_kneaddata_paired	Bacteroidota	4587	P	11673393	69542	11742935	0.50228
ERR3199534_1_kneaddata_paired	Firmicutes_A	14608	P	5520900	33071	5553971	0.23756
ERR3199534_1_kneaddata_paired	Verrucomicrobiota	33333	P	2711431	28391	2739822	0.11719
ERR3199534_1_kneaddata_paired	Campylobacterota	8700	P	859614	131	859745	0.03677
ERR3199534_1_kneaddata_paired	Proteobacteria	22518	P	553295	412	553707	0.02368
ERR3199534_1_kneaddata_paired	Desulfobacterota_A	11509	P	543387	5726	549113	0.02349
ERR3199534_1_kneaddata_paired	Firmicutes	12188	P	474028	6981	481009	0.02057
ERR3199534_1_kneaddata_paired	Elusimicrobiota	11888	P	356679	0	356679	0.01526
ERR3199534_1_kneaddata_paired	Actinobacteriota	615	P	271205	1622	272827	0.01167
ERR3199534_1_kneaddata_paired	Spirochaetota	32587	P	129668	82	129750	0.00555
ERR3199534_1_kneaddata_paired	Deferribacterota	10822	P	108025	482	108507	0.00464
ERR3199534_1_kneaddata_paired	Cyanobacteria	9876	P	28252	1353	29605	0.00127
ERR3199534_1_kneaddata_paired	Firmicutes_B	17289	P	918	39	957	0.00004
ERR3199534_1_kneaddata_paired	Firmicutes_I	18140	P	390	0	390	0.00002
ERR3199534_1_kneaddata_paired	Firmicutes_C	17613	P	179	0	179	0.00001
ERR3199534_1_kneaddata_paired	Thermotogota	33086	P	18	0	18	0.00000
ERR3199535_1_kneaddata_paired	Bacteroidota	4587	P	11133658	40463	11174121	0.47548
ERR3199535_1_kneaddata_paired	Firmicutes_A	14608	P	5731860	36259	5768119	0.24544
ERR3199535_1_kneaddata_paired	Verrucomicrobiota	33333	P	1913941	14174	1928115	0.08205
ERR3199535_1_kneaddata_paired	Elusimicrobiota	11888	P	1599379	0	1599379	0.06806
ERR3199535_1_kneaddata_paired	Firmicutes	12188	P	644096	11320	655416	0.02789
ERR3199535_1_kneaddata_paired	Proteobacteria	22518	P	599689	4307	603996	0.02570
ERR3199535_1_kneaddata_paired	Spirochaetota	32587	P	595882	268	596150	0.02537
ERR3199535_1_kneaddata_paired	Campylobacterota	8700	P	375500	31	375531	0.01598
ERR3199535_1_kneaddata_paired	Desulfobacterota_A	11509	P	322842	2732	325574	0.01385
ERR3199535_1_kneaddata_paired	Cyanobacteria	9876	P	250038	14175	264213	0.01124
ERR3199535_1_kneaddata_paired	Actinobacteriota	615	P	170859	318	171177	0.00728
ERR3199535_1_kneaddata_paired	Deferribacterota	10822	P	37585	120	37705	0.00160
ERR3199535_1_kneaddata_paired	Firmicutes_B	17289	P	548	16	564	0.00002
ERR3199535_1_kneaddata_paired	Firmicutes_I	18140	P	381	0	381	0.00002
ERR3199535_1_kneaddata_paired	Firmicutes_C	17613	P	133	0	133	0.00001
ERR3199535_1_kneaddata_paired	Thermotogota	33086	P	85	0	85	0.00000
ERR3199536_1_kneaddata_paired	Bacteroidota	4587	P	20130666	77614	20208280	0.70158
ERR3199536_1_kneaddata_paired	Firmicutes_A	14608	P	5100093	32480	5132573	0.17819
ERR3199536_1_kneaddata_paired	Firmicutes	12188	P	1430255	52720	1482975	0.05148
ERR3199536_1_kneaddata_paired	Actinobacteriota	615	P	794264	1495	795759	0.02763
ERR3199536_1_kneaddata_paired	Proteobacteria	22518	P	360957	501	361458	0.01255
ERR3199536_1_kneaddata_paired	Verrucomicrobiota	33333	P	257602	2845	260447	0.00904
ERR3199536_1_kneaddata_paired	Desulfobacterota_A	11509	P	152881	1766	154647	0.00537
ERR3199536_1_kneaddata_paired	Elusimicrobiota	11888	P	136577	0	136577	0.00474
ERR3199536_1_kneaddata_paired	Spirochaetota	32587	P	119157	77	119234	0.00414
ERR3199536_1_kneaddata_paired	Cyanobacteria	9876	P	92760	7966	100726	0.00350
ERR3199536_1_kneaddata_paired	Campylobacterota	8700	P	28714	4	28718	0.00100
ERR3199536_1_kneaddata_paired	Deferribacterota	10822	P	21461	98	21559	0.00075
ERR3199536_1_kneaddata_paired	Firmicutes_I	18140	P	768	0	768	0.00003
ERR3199536_1_kneaddata_paired	Firmicutes_B	17289	P	323	14	337	0.00001
ERR3199536_1_kneaddata_paired	Firmicutes_C	17613	P	55	0	55	0.00000
ERR3199536_1_kneaddata_paired	Thermotogota	33086	P	17	0	17	0.00000
ERR3199537_1_kneaddata_paired	Bacteroidota	4587	P	6621492	25203	6646695	0.37737
ERR3199537_1_kneaddata_paired	Firmicutes_A	14608	P	4612227	19449	4631676	0.26297
ERR3199537_1_kneaddata_paired	Verrucomicrobiota	33333	P	2201101	12241	2213342	0.12566
ERR3199537_1_kneaddata_paired	Firmicutes	12188	P	1069693	23684	1093377	0.06208
ERR3199537_1_kneaddata_paired	Proteobacteria	22518	P	684056	512	684568	0.03887
ERR3199537_1_kneaddata_paired	Desulfobacterota_A	11509	P	584842	2164	587006	0.03333
ERR3199537_1_kneaddata_paired	Actinobacteriota	615	P	580342	933	581275	0.03300
ERR3199537_1_kneaddata_paired	Campylobacterota	8700	P	465515	76	465591	0.02643
ERR3199537_1_kneaddata_paired	Deferribacterota	10822	P	322245	765	323010	0.01834
ERR3199537_1_kneaddata_paired	Cyanobacteria	9876	P	168931	7572	176503	0.01002
ERR3199537_1_kneaddata_paired	Spirochaetota	32587	P	104525	35	104560	0.00594
ERR3199537_1_kneaddata_paired	Elusimicrobiota	11888	P	103837	0	103837	0.00590
ERR3199537_1_kneaddata_paired	Firmicutes_B	17289	P	1003	22	1025	0.00006
ERR3199537_1_kneaddata_paired	Firmicutes_I	18140	P	418	0	418	0.00002
ERR3199537_1_kneaddata_paired	Firmicutes_C	17613	P	133	0	133	0.00001
ERR3199537_1_kneaddata_paired	Thermotogota	33086	P	18	0	18	0.00000
ERR3199538_1_kneaddata_paired	Bacteroidota	4587	P	16391393	88173	16479566	0.63533
ERR3199538_1_kneaddata_paired	Firmicutes_A	14608	P	6305883	49504	6355387	0.24502
ERR3199538_1_kneaddata_paired	Verrucomicrobiota	33333	P	922482	8602	931084	0.03590
ERR3199538_1_kneaddata_paired	Spirochaetota	32587	P	699269	390	699659	0.02697
ERR3199538_1_kneaddata_paired	Firmicutes	12188	P	565081	6332	571413	0.02203
ERR3199538_1_kneaddata_paired	Campylobacterota	8700	P	233975	14	233989	0.00902
ERR3199538_1_kneaddata_paired	Proteobacteria	22518	P	192969	863	193832	0.00747
ERR3199538_1_kneaddata_paired	Elusimicrobiota	11888	P	133719	0	133719	0.00516
ERR3199538_1_kneaddata_paired	Desulfobacterota_A	11509	P	108690	1169	109859	0.00424
ERR3199538_1_kneaddata_paired	Cyanobacteria	9876	P	97645	6949	104594	0.00403
ERR3199538_1_kneaddata_paired	Actinobacteriota	615	P	81569	295	81864	0.00316
ERR3199538_1_kneaddata_paired	Deferribacterota	10822	P	41492	164	41656	0.00161
ERR3199538_1_kneaddata_paired	Firmicutes_B	17289	P	1504	57	1561	0.00006
ERR3199538_1_kneaddata_paired	Firmicutes_I	18140	P	266	0	266	0.00001
ERR3199538_1_kneaddata_paired	Firmicutes_C	17613	P	105	0	105	0.00000
ERR3199538_1_kneaddata_paired	Thermotogota	33086	P	12	0	12	0.00000
ERR3199539_1_kneaddata_paired	Bacteroidota	4587	P	19673827	103919	19777746	0.65049
ERR3199539_1_kneaddata_paired	Firmicutes_A	14608	P	7011473	38242	7049715	0.23187
ERR3199539_1_kneaddata_paired	Firmicutes	12188	P	1000769	15199	1015968	0.03342
ERR3199539_1_kneaddata_paired	Verrucomicrobiota	33333	P	876981	11314	888295	0.02922
ERR3199539_1_kneaddata_paired	Spirochaetota	32587	P	451196	352	451548	0.01485
ERR3199539_1_kneaddata_paired	Actinobacteriota	615	P	309168	670	309838	0.01019
ERR3199539_1_kneaddata_paired	Proteobacteria	22518	P	306732	4038	310770	0.01022
ERR3199539_1_kneaddata_paired	Desulfobacterota_A	11509	P	184334	2528	186862	0.00615
ERR3199539_1_kneaddata_paired	Cyanobacteria	9876	P	139470	13494	152964	0.00503
ERR3199539_1_kneaddata_paired	Campylobacterota	8700	P	127594	11	127605	0.00420
ERR3199539_1_kneaddata_paired	Elusimicrobiota	11888	P	119721	0	119721	0.00394
ERR3199539_1_kneaddata_paired	Deferribacterota	10822	P	11860	64	11924	0.00039
ERR3199539_1_kneaddata_paired	Firmicutes_B	17289	P	808	42	850	0.00003
ERR3199539_1_kneaddata_paired	Firmicutes_I	18140	P	417	0	417	0.00001
ERR3199539_1_kneaddata_paired	Firmicutes_C	17613	P	93	0	93	0.00000
ERR3199539_1_kneaddata_paired	Thermotogota	33086	P	31	0	31	0.00000
ERR3199540_1_kneaddata_paired	Bacteroidota	4587	P	15415818	74039	15489857	0.54155
ERR3199540_1_kneaddata_paired	Firmicutes_A	14608	P	10082254	69894	10152148	0.35494
ERR3199540_1_kneaddata_paired	Firmicutes	12188	P	1008040	14134	1022174	0.03574
ERR3199540_1_kneaddata_paired	Spirochaetota	32587	P	822292	495	822787	0.02877
ERR3199540_1_kneaddata_paired	Verrucomicrobiota	33333	P	314792	3228	318020	0.01112
ERR3199540_1_kneaddata_paired	Desulfobacterota_A	11509	P	237242	3009	240251	0.00840
ERR3199540_1_kneaddata_paired	Campylobacterota	8700	P	208372	32	208404	0.00729
ERR3199540_1_kneaddata_paired	Actinobacteriota	615	P	163136	323	163459	0.00571
ERR3199540_1_kneaddata_paired	Cyanobacteria	9876	P	67684	3005	70689	0.00247
ERR3199540_1_kneaddata_paired	Proteobacteria	22518	P	56820	225	57045	0.00199
ERR3199540_1_kneaddata_paired	Deferribacterota	10822	P	32688	139	32827	0.00115
ERR3199540_1_kneaddata_paired	Elusimicrobiota	11888	P	22105	0	22105	0.00077
ERR3199540_1_kneaddata_paired	Firmicutes_B	17289	P	2224	91	2315	0.00008
ERR3199540_1_kneaddata_paired	Firmicutes_I	18140	P	433	0	433	0.00002
ERR3199540_1_kneaddata_paired	Firmicutes_C	17613	P	211	0	211	0.00001
ERR3199540_1_kneaddata_paired	Thermotogota	33086	P	11	0	11	0.00000
ERR3199541_1_kneaddata_paired	Bacteroidota	4587	P	12470397	49453	12519850	0.46727
ERR3199541_1_kneaddata_paired	Firmicutes_A	14608	P	6560309	31684	6591993	0.24603
ERR3199541_1_kneaddata_paired	Verrucomicrobiota	33333	P	3115232	22225	3137457	0.11710
ERR3199541_1_kneaddata_paired	Elusimicrobiota	11888	P	1134307	0	1134307	0.04233
ERR3199541_1_kneaddata_paired	Firmicutes	12188	P	781011	6106	787117	0.02938
ERR3199541_1_kneaddata_paired	Spirochaetota	32587	P	744141	322	744463	0.02779
ERR3199541_1_kneaddata_paired	Proteobacteria	22518	P	614379	505	614884	0.02295
ERR3199541_1_kneaddata_paired	Campylobacterota	8700	P	433457	47	433504	0.01618
ERR3199541_1_kneaddata_paired	Actinobacteriota	615	P	310042	427	310469	0.01159
ERR3199541_1_kneaddata_paired	Desulfobacterota_A	11509	P	302000	2506	304506	0.01136
ERR3199541_1_kneaddata_paired	Cyanobacteria	9876	P	174599	8804	183403	0.00685
ERR3199541_1_kneaddata_paired	Deferribacterota	10822	P	24816	74	24890	0.00093
ERR3199541_1_kneaddata_paired	Firmicutes_B	17289	P	5930	173	6103	0.00023
ERR3199541_1_kneaddata_paired	Firmicutes_I	18140	P	547	0	547	0.00002
ERR3199541_1_kneaddata_paired	Firmicutes_C	17613	P	152	0	152	0.00001
ERR3199541_1_kneaddata_paired	Thermotogota	33086	P	22	0	22	0.00000
ERR3199542_1_kneaddata_paired	Bacteroidota	4587	P	23625422	134184	23759606	0.76010
ERR3199542_1_kneaddata_paired	Firmicutes_A	14608	P	3728355	31121	3759476	0.12027
ERR3199542_1_kneaddata_paired	Firmicutes	12188	P	946007	20774	966781	0.03093
ERR3199542_1_kneaddata_paired	Actinobacteriota	615	P	934852	2090	936942	0.02997
ERR3199542_1_kneaddata_paired	Verrucomicrobiota	33333	P	829416	12261	841677	0.02693
ERR3199542_1_kneaddata_paired	Spirochaetota	32587	P	275049	241	275290	0.00881
ERR3199542_1_kneaddata_paired	Proteobacteria	22518	P	213748	3261	217009	0.00694
ERR3199542_1_kneaddata_paired	Desulfobacterota_A	11509	P	127061	2161	129222	0.00413
ERR3199542_1_kneaddata_paired	Cyanobacteria	9876	P	126869	14645	141514	0.00453
ERR3199542_1_kneaddata_paired	Campylobacterota	8700	P	112352	67	112419	0.00360
ERR3199542_1_kneaddata_paired	Elusimicrobiota	11888	P	106577	0	106577	0.00341
ERR3199542_1_kneaddata_paired	Deferribacterota	10822	P	10573	64	10637	0.00034
ERR3199542_1_kneaddata_paired	Firmicutes_I	18140	P	838	0	838	0.00003
ERR3199542_1_kneaddata_paired	Firmicutes_B	17289	P	479	28	507	0.00002
ERR3199542_1_kneaddata_paired	Firmicutes_C	17613	P	61	0	61	0.00000
ERR3199542_1_kneaddata_paired	Thermotogota	33086	P	19	0	19	0.00000
ERR3199543_1_kneaddata_paired	Bacteroidota	4587	P	11927241	34208	11961449	0.46391
ERR3199543_1_kneaddata_paired	Firmicutes_A	14608	P	10199761	46931	10246692	0.39741
ERR3199543_1_kneaddata_paired	Firmicutes	12188	P	1751251	41852	1793103	0.06954
ERR3199543_1_kneaddata_paired	Actinobacteriota	615	P	538377	502	538879	0.02090
ERR3199543_1_kneaddata_paired	Campylobacterota	8700	P	328882	30	328912	0.01276
ERR3199543_1_kneaddata_paired	Deferribacterota	10822	P	320556	961	321517	0.01247
ERR3199543_1_kneaddata_paired	Verrucomicrobiota	33333	P	268233	1929	270162	0.01048
ERR3199543_1_kneaddata_paired	Desulfobacterota_A	11509	P	129439	1322	130761	0.00507
ERR3199543_1_kneaddata_paired	Proteobacteria	22518	P	106566	147	106713	0.00414
ERR3199543_1_kneaddata_paired	Spirochaetota	32587	P	58055	24	58079	0.00225
ERR3199543_1_kneaddata_paired	Cyanobacteria	9876	P	12824	464	13288	0.00052
ERR3199543_1_kneaddata_paired	Elusimicrobiota	11888	P	12818	0	12818	0.00050
ERR3199543_1_kneaddata_paired	Firmicutes_B	17289	P	889	25	914	0.00004
ERR3199543_1_kneaddata_paired	Firmicutes_I	18140	P	449	0	449	0.00002
ERR3199543_1_kneaddata_paired	Firmicutes_C	17613	P	126	0	126	0.00000
ERR3199543_1_kneaddata_paired	Thermotogota	33086	P	19	0	19	0.00000
ERR3199544_1_kneaddata_paired	Bacteroidota	4587	P	19986167	73077	20059244	0.64192
ERR3199544_1_kneaddata_paired	Firmicutes_A	14608	P	5409691	78206	5487897	0.17562
ERR3199544_1_kneaddata_paired	Actinobacteriota	615	P	2151431	2889	2154320	0.06894
ERR3199544_1_kneaddata_paired	Firmicutes	12188	P	2141018	22880	2163898	0.06925
