Sample	Species	Taxonomy_ID	Taxonomy_level	Kraken_initial	Added_reads	Species_read_count	Species_read_fraction
mgm4539686.3_kneaddata	Firmicutes_I	18140	P	72	0	72	0.00001
mgm4539686.3_kneaddata	Firmicutes_C	17613	P	46	0	46	0.00001
mgm4539686.3_kneaddata	Thermotogota	33086	P	9	0	9	0.00000
mgm4539686.3_kneaddata	Elusimicrobiota	11888	P	5	0	5	0.00000
mgm4539799.3_kneaddata	Firmicutes_A	14608	P	1943902	21719	1965621	0.69656
mgm4539799.3_kneaddata	Bacteroidota	4587	P	628439	5533	633972	0.22466
mgm4539799.3_kneaddata	Deferribacterota	10822	P	137359	1136	138495	0.04908
mgm4539799.3_kneaddata	Desulfobacterota_A	11509	P	75478	500	75978	0.02692
mgm4539799.3_kneaddata	Firmicutes	12188	P	4076	160	4236	0.00150
mgm4539799.3_kneaddata	Actinobacteriota	615	P	949	7	956	0.00034
mgm4539799.3_kneaddata	Proteobacteria	22518	P	835	8	843	0.00030
mgm4539799.3_kneaddata	Verrucomicrobiota	33333	P	767	101	868	0.00031
mgm4539799.3_kneaddata	Cyanobacteria	9876	P	580	8	588	0.00021
mgm4539799.3_kneaddata	Firmicutes_B	17289	P	145	12	157	0.00006
mgm4539799.3_kneaddata	Spirochaetota	32587	P	82	0	82	0.00003
mgm4539799.3_kneaddata	Firmicutes_C	17613	P	34	0	34	0.00001
mgm4539799.3_kneaddata	Firmicutes_I	18140	P	29	0	29	0.00001
mgm4539799.3_kneaddata	Campylobacterota	8700	P	22	0	22	0.00001
mgm4539799.3_kneaddata	Elusimicrobiota	11888	P	9	0	9	0.00000
mgm4539799.3_kneaddata	Thermotogota	33086	P	5	0	5	0.00000
mgm4539801.3_kneaddata	Firmicutes_A	14608	P	3927796	38500	3966296	0.71778
mgm4539801.3_kneaddata	Bacteroidota	4587	P	1063232	8623	1071855	0.19397
mgm4539801.3_kneaddata	Deferribacterota	10822	P	298868	1833	300701	0.05442
mgm4539801.3_kneaddata	Desulfobacterota_A	11509	P	168302	811	169113	0.03060
mgm4539801.3_kneaddata	Firmicutes	12188	P	12048	625	12673	0.00229
mgm4539801.3_kneaddata	Verrucomicrobiota	33333	P	1572	156	1728	0.00031
mgm4539801.3_kneaddata	Actinobacteriota	615	P	1349	10	1359	0.00025
mgm4539801.3_kneaddata	Proteobacteria	22518	P	1044	6	1050	0.00019
mgm4539801.3_kneaddata	Cyanobacteria	9876	P	338	6	344	0.00006
mgm4539801.3_kneaddata	Firmicutes_B	17289	P	335	20	355	0.00006
mgm4539801.3_kneaddata	Spirochaetota	32587	P	165	0	165	0.00003
mgm4539801.3_kneaddata	Campylobacterota	8700	P	55	0	55	0.00001
mgm4539801.3_kneaddata	Firmicutes_C	17613	P	53	0	53	0.00001
mgm4539801.3_kneaddata	Firmicutes_I	18140	P	46	0	46	0.00001
mgm4539801.3_kneaddata	Elusimicrobiota	11888	P	5	0	5	0.00000
mgm4539801.3_kneaddata	Thermotogota	33086	P	2	0	2	0.00000
mgm4539802.3_kneaddata	Firmicutes_A	14608	P	3574677	41732	3616409	0.66720
mgm4539802.3_kneaddata	Bacteroidota	4587	P	1242992	8504	1251496	0.23089
mgm4539802.3_kneaddata	Deferribacterota	10822	P	405754	2506	408260	0.07532
mgm4539802.3_kneaddata	Desulfobacterota_A	11509	P	119071	610	119681	0.02208
mgm4539802.3_kneaddata	Firmicutes	12188	P	13088	473	13561	0.00250
mgm4539802.3_kneaddata	Proteobacteria	22518	P	3488	23	3511	0.00065
mgm4539802.3_kneaddata	Cyanobacteria	9876	P	2527	22	2549	0.00047
mgm4539802.3_kneaddata	Verrucomicrobiota	33333	P	2385	238	2623	0.00048
mgm4539802.3_kneaddata	Actinobacteriota	615	P	1542	10	1552	0.00029
mgm4539802.3_kneaddata	Firmicutes_B	17289	P	249	15	264	0.00005
mgm4539802.3_kneaddata	Spirochaetota	32587	P	193	1	194	0.00004
mgm4539802.3_kneaddata	Campylobacterota	8700	P	79	0	79	0.00001
mgm4539802.3_kneaddata	Firmicutes_I	18140	P	49	0	49	0.00001
mgm4539802.3_kneaddata	Firmicutes_C	17613	P	35	0	35	0.00001
mgm4539802.3_kneaddata	Thermotogota	33086	P	6	0	6	0.00000
mgm4539802.3_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
mgm4539917.3_kneaddata	Firmicutes_A	14608	P	2104644	23592	2128236	0.63156
mgm4539917.3_kneaddata	Bacteroidota	4587	P	739208	4863	744071	0.22081
mgm4539917.3_kneaddata	Deferribacterota	10822	P	374166	2365	376531	0.11174
mgm4539917.3_kneaddata	Desulfobacterota_A	11509	P	102665	503	103168	0.03062
mgm4539917.3_kneaddata	Firmicutes	12188	P	8690	226	8916	0.00265
mgm4539917.3_kneaddata	Verrucomicrobiota	33333	P	2767	266	3033	0.00090
mgm4539917.3_kneaddata	Cyanobacteria	9876	P	2285	19	2304	0.00068
mgm4539917.3_kneaddata	Proteobacteria	22518	P	2248	10	2258	0.00067
mgm4539917.3_kneaddata	Actinobacteriota	615	P	799	4	803	0.00024
mgm4539917.3_kneaddata	Spirochaetota	32587	P	175	0	175	0.00005
mgm4539917.3_kneaddata	Firmicutes_B	17289	P	173	10	183	0.00005
mgm4539917.3_kneaddata	Campylobacterota	8700	P	47	0	47	0.00001
mgm4539917.3_kneaddata	Firmicutes_C	17613	P	30	0	30	0.00001
mgm4539917.3_kneaddata	Firmicutes_I	18140	P	26	0	26	0.00001
mgm4539917.3_kneaddata	Elusimicrobiota	11888	P	2	0	2	0.00000
mgm4539917.3_kneaddata	Thermotogota	33086	P	1	0	1	0.00000
mgm4539918.3_kneaddata	Firmicutes_A	14608	P	3787077	40121	3827198	0.57328
mgm4539918.3_kneaddata	Bacteroidota	4587	P	1777568	15543	1793111	0.26859
mgm4539918.3_kneaddata	Deferribacterota	10822	P	856698	5362	862060	0.12913
mgm4539918.3_kneaddata	Desulfobacterota_A	11509	P	158990	793	159783	0.02393
mgm4539918.3_kneaddata	Firmicutes	12188	P	25282	914	26196	0.00392
mgm4539918.3_kneaddata	Proteobacteria	22518	P	2370	15	2385	0.00036
mgm4539918.3_kneaddata	Actinobacteriota	615	P	1959	11	1970	0.00030
mgm4539918.3_kneaddata	Verrucomicrobiota	33333	P	1630	162	1792	0.00027
mgm4539918.3_kneaddata	Cyanobacteria	9876	P	554	13	567	0.00009
mgm4539918.3_kneaddata	Spirochaetota	32587	P	344	1	345	0.00005
mgm4539918.3_kneaddata	Firmicutes_B	17289	P	281	17	298	0.00004
mgm4539918.3_kneaddata	Campylobacterota	8700	P	140	0	140	0.00002
mgm4539918.3_kneaddata	Firmicutes_C	17613	P	87	0	87	0.00001
mgm4539918.3_kneaddata	Firmicutes_I	18140	P	66	0	66	0.00001
mgm4539918.3_kneaddata	Elusimicrobiota	11888	P	10	0	10	0.00000
mgm4539918.3_kneaddata	Thermotogota	33086	P	4	0	4	0.00000
mgm4539994.3_kneaddata	Firmicutes_A	14608	P	2321940	18547	2340487	0.44240
mgm4539994.3_kneaddata	Bacteroidota	4587	P	1836349	19058	1855407	0.35071
mgm4539994.3_kneaddata	Deferribacterota	10822	P	726770	4554	731324	0.13824
mgm4539994.3_kneaddata	Verrucomicrobiota	33333	P	126459	11756	138215	0.02613
mgm4539994.3_kneaddata	Desulfobacterota_A	11509	P	74512	376	74888	0.01416
mgm4539994.3_kneaddata	Firmicutes	12188	P	62118	1167	63285	0.01196
mgm4539994.3_kneaddata	Actinobacteriota	615	P	50107	231	50338	0.00951
mgm4539994.3_kneaddata	Proteobacteria	22518	P	31306	465	31771	0.00601
mgm4539994.3_kneaddata	Cyanobacteria	9876	P	3743	177	3920	0.00074
mgm4539994.3_kneaddata	Spirochaetota	32587	P	308	1	309	0.00006
mgm4539994.3_kneaddata	Firmicutes_B	17289	P	251	15	266	0.00005
mgm4539994.3_kneaddata	Campylobacterota	8700	P	145	0	145	0.00003
mgm4539994.3_kneaddata	Firmicutes_I	18140	P	28	0	28	0.00001
mgm4539994.3_kneaddata	Firmicutes_C	17613	P	22	0	22	0.00000
mgm4539994.3_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
mgm4539994.3_kneaddata	Thermotogota	33086	P	2	0	2	0.00000
mgm4539995.3_kneaddata	Bacteroidota	4587	P	1996065	15641	2011706	0.48157
mgm4539995.3_kneaddata	Firmicutes_A	14608	P	1184010	9384	1193394	0.28568
mgm4539995.3_kneaddata	Proteobacteria	22518	P	262243	2046	264289	0.06327
mgm4539995.3_kneaddata	Deferribacterota	10822	P	217658	892	218550	0.05232
mgm4539995.3_kneaddata	Actinobacteriota	615	P	212863	655	213518	0.05111
mgm4539995.3_kneaddata	Verrucomicrobiota	33333	P	153115	9302	162417	0.03888
mgm4539995.3_kneaddata	Firmicutes	12188	P	75447	1206	76653	0.01835
mgm4539995.3_kneaddata	Desulfobacterota_A	11509	P	20333	146	20479	0.00490
mgm4539995.3_kneaddata	Firmicutes_B	17289	P	14273	587	14860	0.00356
mgm4539995.3_kneaddata	Cyanobacteria	9876	P	987	40	1027	0.00025
mgm4539995.3_kneaddata	Campylobacterota	8700	P	290	0	290	0.00007
mgm4539995.3_kneaddata	Spirochaetota	32587	P	127	0	127	0.00003
mgm4539995.3_kneaddata	Firmicutes_I	18140	P	19	0	19	0.00000
mgm4539995.3_kneaddata	Firmicutes_C	17613	P	16	0	16	0.00000
mgm4539995.3_kneaddata	Elusimicrobiota	11888	P	2	0	2	0.00000
mgm4539995.3_kneaddata	Thermotogota	33086	P	1	0	1	0.00000
mgm4539996.3_kneaddata	Bacteroidota	4587	P	2226744	25260	2252004	0.46501
mgm4539996.3_kneaddata	Firmicutes_A	14608	P	1627689	14760	1642449	0.33914
mgm4539996.3_kneaddata	Deferribacterota	10822	P	467159	2854	470013	0.09705
mgm4539996.3_kneaddata	Actinobacteriota	615	P	189758	906	190664	0.03937
mgm4539996.3_kneaddata	Verrucomicrobiota	33333	P	85663	7791	93454	0.01930
mgm4539996.3_kneaddata	Proteobacteria	22518	P	75760	1215	76975	0.01589
mgm4539996.3_kneaddata	Firmicutes	12188	P	66103	1309	67412	0.01392
mgm4539996.3_kneaddata	Desulfobacterota_A	11509	P	41274	259	41533	0.00858
mgm4539996.3_kneaddata	Cyanobacteria	9876	P	7037	176	7213	0.00149
mgm4539996.3_kneaddata	Firmicutes_B	17289	P	797	48	845	0.00017
mgm4539996.3_kneaddata	Spirochaetota	32587	P	201	1	202	0.00004
mgm4539996.3_kneaddata	Campylobacterota	8700	P	120	0	120	0.00002
mgm4539996.3_kneaddata	Firmicutes_C	17613	P	38	0	38	0.00001
mgm4539996.3_kneaddata	Firmicutes_I	18140	P	30	0	30	0.00001
mgm4539996.3_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
mgm4539997.3_kneaddata	Firmicutes_A	14608	P	2170480	27035	2197515	0.47644
mgm4539997.3_kneaddata	Bacteroidota	4587	P	1769466	20905	1790371	0.38816
mgm4539997.3_kneaddata	Deferribacterota	10822	P	397184	3181	400365	0.08680
mgm4539997.3_kneaddata	Proteobacteria	22518	P	68242	1115	69357	0.01504
mgm4539997.3_kneaddata	Verrucomicrobiota	33333	P	39771	4738	44509	0.00965
mgm4539997.3_kneaddata	Firmicutes	12188	P	38209	1203	39412	0.00854
mgm4539997.3_kneaddata	Actinobacteriota	615	P	26794	164	26958	0.00584
mgm4539997.3_kneaddata	Cyanobacteria	9876	P	25891	251	26142	0.00567
mgm4539997.3_kneaddata	Desulfobacterota_A	11509	P	17012	257	17269	0.00374
mgm4539997.3_kneaddata	Spirochaetota	32587	P	169	1	170	0.00004
mgm4539997.3_kneaddata	Campylobacterota	8700	P	134	0	134	0.00003
mgm4539997.3_kneaddata	Firmicutes_B	17289	P	93	7	100	0.00002
mgm4539997.3_kneaddata	Firmicutes_C	17613	P	49	0	49	0.00001
mgm4539997.3_kneaddata	Firmicutes_I	18140	P	35	0	35	0.00001
mgm4539997.3_kneaddata	Elusimicrobiota	11888	P	7	0	7	0.00000
mgm4539997.3_kneaddata	Thermotogota	33086	P	1	0	1	0.00000
mgm4539998.3_kneaddata	Bacteroidota	4587	P	1674177	15106	1689283	0.43720
mgm4539998.3_kneaddata	Firmicutes_A	14608	P	1605681	16884	1622565	0.41994
mgm4539998.3_kneaddata	Deferribacterota	10822	P	281345	1579	282924	0.07322
mgm4539998.3_kneaddata	Verrucomicrobiota	33333	P	114725	9571	124296	0.03217
mgm4539998.3_kneaddata	Actinobacteriota	615	P	54996	236	55232	0.01429
mgm4539998.3_kneaddata	Desulfobacterota_A	11509	P	38190	197	38387	0.00994
mgm4539998.3_kneaddata	Firmicutes	12188	P	20783	709	21492	0.00556
mgm4539998.3_kneaddata	Proteobacteria	22518	P	17704	245	17949	0.00465
mgm4539998.3_kneaddata	Cyanobacteria	9876	P	11275	93	11368	0.00294
mgm4539998.3_kneaddata	Spirochaetota	32587	P	135	0	135	0.00004
mgm4539998.3_kneaddata	Campylobacterota	8700	P	73	0	73	0.00002
mgm4539998.3_kneaddata	Firmicutes_B	17289	P	62	3	65	0.00002
mgm4539998.3_kneaddata	Firmicutes_C	17613	P	39	0	39	0.00001
mgm4539998.3_kneaddata	Firmicutes_I	18140	P	21	0	21	0.00001
mgm4539998.3_kneaddata	Elusimicrobiota	11888	P	6	0	6	0.00000
mgm4539998.3_kneaddata	Thermotogota	33086	P	1	0	1	0.00000
mgm4540044.3_kneaddata	Bacteroidota	4587	P	510373	4844	515217	0.51827
mgm4540044.3_kneaddata	Firmicutes_A	14608	P	293095	1981	295076	0.29682
mgm4540044.3_kneaddata	Deferribacterota	10822	P	94432	477	94909	0.09547
mgm4540044.3_kneaddata	Verrucomicrobiota	33333	P	50938	3819	54757	0.05508
mgm4540044.3_kneaddata	Firmicutes	12188	P	9450	145	9595	0.00965
mgm4540044.3_kneaddata	Actinobacteriota	615	P	8491	36	8527	0.00858
mgm4540044.3_kneaddata	Desulfobacterota_A	11509	P	7718	44	7762	0.00781
mgm4540044.3_kneaddata	Proteobacteria	22518	P	6260	85	6345	0.00638
mgm4540044.3_kneaddata	Cyanobacteria	9876	P	1750	45	1795	0.00181
mgm4540044.3_kneaddata	Spirochaetota	32587	P	55	0	55	0.00006
mgm4540044.3_kneaddata	Firmicutes_B	17289	P	22	1	23	0.00002
mgm4540044.3_kneaddata	Campylobacterota	8700	P	14	0	14	0.00001
mgm4540044.3_kneaddata	Firmicutes_C	17613	P	14	0	14	0.00001
mgm4540044.3_kneaddata	Firmicutes_I	18140	P	14	0	14	0.00001
mgm4540044.3_kneaddata	Thermotogota	33086	P	1	0	1	0.00000
mgm4540045.3_kneaddata	Bacteroidota	4587	P	1582819	18719	1601538	0.45514
mgm4540045.3_kneaddata	Firmicutes_A	14608	P	1486184	12227	1498411	0.42583
mgm4540045.3_kneaddata	Deferribacterota	10822	P	130929	779	131708	0.03743
mgm4540045.3_kneaddata	Verrucomicrobiota	33333	P	121744	10758	132502	0.03766
mgm4540045.3_kneaddata	Actinobacteriota	615	P	52956	265	53221	0.01513
mgm4540045.3_kneaddata	Firmicutes	12188	P	41703	805	42508	0.01208
mgm4540045.3_kneaddata	Proteobacteria	22518	P	27105	450	27555	0.00783
mgm4540045.3_kneaddata	Desulfobacterota_A	11509	P	26015	137	26152	0.00743
mgm4540045.3_kneaddata	Cyanobacteria	9876	P	4783	145	4928	0.00140
mgm4540045.3_kneaddata	Spirochaetota	32587	P	85	0	85	0.00002
mgm4540045.3_kneaddata	Firmicutes_B	17289	P	56	3	59	0.00002
mgm4540045.3_kneaddata	Campylobacterota	8700	P	43	0	43	0.00001
mgm4540045.3_kneaddata	Firmicutes_I	18140	P	27	0	27	0.00001
mgm4540045.3_kneaddata	Firmicutes_C	17613	P	17	0	17	0.00000
mgm4540045.3_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
mgm4540045.3_kneaddata	Thermotogota	33086	P	2	0	2	0.00000
mgm4540046.3_kneaddata	Bacteroidota	4587	P	1988562	18448	2007010	0.53329
mgm4540046.3_kneaddata	Firmicutes_A	14608	P	902729	7424	910153	0.24184
mgm4540046.3_kneaddata	Deferribacterota	10822	P	465065	2286	467351	0.12418
mgm4540046.3_kneaddata	Verrucomicrobiota	33333	P	199760	14584	214344	0.05695
mgm4540046.3_kneaddata	Firmicutes	12188	P	62885	583	63468	0.01686
mgm4540046.3_kneaddata	Proteobacteria	22518	P	50755	549	51304	0.01363
mgm4540046.3_kneaddata	Actinobacteriota	615	P	32389	132	32521	0.00864
mgm4540046.3_kneaddata	Desulfobacterota_A	11509	P	12030	83	12113	0.00322
mgm4540046.3_kneaddata	Cyanobacteria	9876	P	4445	274	4719	0.00125
mgm4540046.3_kneaddata	Spirochaetota	32587	P	196	0	196	0.00005
mgm4540046.3_kneaddata	Campylobacterota	8700	P	109	0	109	0.00003
mgm4540046.3_kneaddata	Firmicutes_B	17289	P	83	4	87	0.00002
mgm4540046.3_kneaddata	Firmicutes_I	18140	P	24	0	24	0.00001
mgm4540046.3_kneaddata	Firmicutes_C	17613	P	16	0	16	0.00000
mgm4540046.3_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
mgm4540046.3_kneaddata	Thermotogota	33086	P	2	0	2	0.00000
mgm4540052.3_kneaddata	Bacteroidota	4587	P	3038623	29584	3068207	0.55791
mgm4540052.3_kneaddata	Firmicutes_A	14608	P	1326110	9401	1335511	0.24284
mgm4540052.3_kneaddata	Deferribacterota	10822	P	592667	3057	595724	0.10832
mgm4540052.3_kneaddata	Verrucomicrobiota	33333	P	240452	18474	258926	0.04708
mgm4540052.3_kneaddata	Firmicutes	12188	P	106050	1015	107065	0.01947
mgm4540052.3_kneaddata	Actinobacteriota	615	P	51734	226	51960	0.00945
mgm4540052.3_kneaddata	Proteobacteria	22518	P	50815	620	51435	0.00935
mgm4540052.3_kneaddata	Desulfobacterota_A	11509	P	19775	128	19903	0.00362
mgm4540052.3_kneaddata	Cyanobacteria	9876	P	9686	444	10130	0.00184
mgm4540052.3_kneaddata	Spirochaetota	32587	P	262	1	263	0.00005
mgm4540052.3_kneaddata	Campylobacterota	8700	P	142	0	142	0.00003
mgm4540052.3_kneaddata	Firmicutes_B	17289	P	122	6	128	0.00002
mgm4540052.3_kneaddata	Firmicutes_C	17613	P	51	0	51	0.00001
mgm4540052.3_kneaddata	Firmicutes_I	18140	P	44	0	44	0.00001
mgm4540052.3_kneaddata	Elusimicrobiota	11888	P	6	0	6	0.00000
mgm4540053.3_kneaddata	Firmicutes_A	14608	P	2190193	16492	2206685	0.53170
mgm4540053.3_kneaddata	Bacteroidota	4587	P	1312507	14950	1327457	0.31985
mgm4540053.3_kneaddata	Deferribacterota	10822	P	273093	1645	274738	0.06620
mgm4540053.3_kneaddata	Verrucomicrobiota	33333	P	132284	11813	144097	0.03472
mgm4540053.3_kneaddata	Actinobacteriota	615	P	103854	539	104393	0.02515
mgm4540053.3_kneaddata	Firmicutes	12188	P	37187	823	38010	0.00916
mgm4540053.3_kneaddata	Proteobacteria	22518	P	32160	387	32547	0.00784
mgm4540053.3_kneaddata	Desulfobacterota_A	11509	P	18022	121	18143	0.00437
mgm4540053.3_kneaddata	Cyanobacteria	9876	P	3653	112	3765	0.00091
mgm4540053.3_kneaddata	Spirochaetota	32587	P	155	0	155	0.00004
mgm4540053.3_kneaddata	Firmicutes_B	17289	P	130	7	137	0.00003
mgm4540053.3_kneaddata	Campylobacterota	8700	P	64	0	64	0.00002
mgm4540053.3_kneaddata	Firmicutes_I	18140	P	37	0	37	0.00001
mgm4540053.3_kneaddata	Firmicutes_C	17613	P	33	0	33	0.00001
mgm4540053.3_kneaddata	Elusimicrobiota	11888	P	5	0	5	0.00000
mgm4540053.3_kneaddata	Thermotogota	33086	P	1	0	1	0.00000
mgm4540251.3_kneaddata	Firmicutes_A	14608	P	2553722	25256	2578978	0.74741
mgm4540251.3_kneaddata	Bacteroidota	4587	P	450287	3646	453933	0.13155
mgm4540251.3_kneaddata	Deferribacterota	10822	P	338779	2197	340976	0.09882
mgm4540251.3_kneaddata	Desulfobacterota_A	11509	P	59096	454	59550	0.01726
mgm4540251.3_kneaddata	Firmicutes	12188	P	11267	445	11712	0.00339
mgm4540251.3_kneaddata	Proteobacteria	22518	P	2719	23	2742	0.00079
mgm4540251.3_kneaddata	Verrucomicrobiota	33333	P	965	100	1065	0.00031
mgm4540251.3_kneaddata	Actinobacteriota	615	P	954	5	959	0.00028
mgm4540251.3_kneaddata	Cyanobacteria	9876	P	242	3	245	0.00007
mgm4540251.3_kneaddata	Spirochaetota	32587	P	169	0	169	0.00005
mgm4540251.3_kneaddata	Firmicutes_B	17289	P	113	7	120	0.00003
mgm4540251.3_kneaddata	Campylobacterota	8700	P	43	0	43	0.00001
mgm4540251.3_kneaddata	Firmicutes_C	17613	P	41	0	41	0.00001
mgm4540251.3_kneaddata	Firmicutes_I	18140	P	27	0	27	0.00001
mgm4540251.3_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
mgm4540251.3_kneaddata	Thermotogota	33086	P	2	0	2	0.00000
mgm4540252.3_kneaddata	Firmicutes_A	14608	P	2733260	28515	2761775	0.76861
mgm4540252.3_kneaddata	Bacteroidota	4587	P	584409	4481	588890	0.16389
mgm4540252.3_kneaddata	Deferribacterota	10822	P	166711	1017	167728	0.04668
mgm4540252.3_kneaddata	Desulfobacterota_A	11509	P	59792	381	60173	0.01675
mgm4540252.3_kneaddata	Firmicutes	12188	P	8379	274	8653	0.00241
mgm4540252.3_kneaddata	Proteobacteria	22518	P	2872	25	2897	0.00081
mgm4540252.3_kneaddata	Verrucomicrobiota	33333	P	1401	139	1540	0.00043
mgm4540252.3_kneaddata	Actinobacteriota	615	P	805	4	809	0.00023
mgm4540252.3_kneaddata	Cyanobacteria	9876	P	272	3	275	0.00008
mgm4540252.3_kneaddata	Firmicutes_B	17289	P	233	14	247	0.00007
mgm4540252.3_kneaddata	Spirochaetota	32587	P	106	0	106	0.00003
mgm4540252.3_kneaddata	Campylobacterota	8700	P	34	0	34	0.00001
mgm4540252.3_kneaddata	Firmicutes_C	17613	P	29	0	29	0.00001
mgm4540252.3_kneaddata	Firmicutes_I	18140	P	28	0	28	0.00001
mgm4540252.3_kneaddata	Thermotogota	33086	P	3	0	3	0.00000
mgm4540252.3_kneaddata	Elusimicrobiota	11888	P	2	0	2	0.00000
mgm4541194.3_kneaddata	Bacteroidota	4587	P	5133324	52917	5186241	0.63136
mgm4541194.3_kneaddata	Firmicutes_A	14608	P	2142372	20882	2163254	0.26335
mgm4541194.3_kneaddata	Verrucomicrobiota	33333	P	296209	31054	327263	0.03984
mgm4541194.3_kneaddata	Deferribacterota	10822	P	249633	1762	251395	0.03060
mgm4541194.3_kneaddata	Proteobacteria	22518	P	101059	2218	103277	0.01257
mgm4541194.3_kneaddata	Firmicutes	12188	P	89773	2239	92012	0.01120
mgm4541194.3_kneaddata	Desulfobacterota_A	11509	P	57555	297	57852	0.00704
mgm4541194.3_kneaddata	Actinobacteriota	615	P	18839	108	18947	0.00231
mgm4541194.3_kneaddata	Cyanobacteria	9876	P	13104	392	13496	0.00164
mgm4541194.3_kneaddata	Firmicutes_B	17289	P	201	14	215	0.00003
mgm4541194.3_kneaddata	Campylobacterota	8700	P	175	0	175	0.00002
mgm4541194.3_kneaddata	Spirochaetota	32587	P	172	0	172	0.00002
mgm4541194.3_kneaddata	Firmicutes_I	18140	P	51	0	51	0.00001
mgm4541194.3_kneaddata	Firmicutes_C	17613	P	24	0	24	0.00000
mgm4541194.3_kneaddata	Elusimicrobiota	11888	P	7	0	7	0.00000
mgm4541194.3_kneaddata	Thermotogota	33086	P	3	0	3	0.00000
mgm4548364.3_kneaddata	Firmicutes_A	14608	P	3118208	23868	3142076	0.43917
mgm4548364.3_kneaddata	Bacteroidota	4587	P	2941456	30935	2972391	0.41545
mgm4548364.3_kneaddata	Deferribacterota	10822	P	489427	3279	492706	0.06887
mgm4548364.3_kneaddata	Verrucomicrobiota	33333	P	168783	16767	185550	0.02593
mgm4548364.3_kneaddata	Proteobacteria	22518	P	126181	1974	128155	0.01791
mgm4548364.3_kneaddata	Firmicutes	12188	P	121161	2138	123299	0.01723
mgm4548364.3_kneaddata	Actinobacteriota	615	P	62477	336	62813	0.00878
mgm4548364.3_kneaddata	Cyanobacteria	9876	P	30091	1162	31253	0.00437
mgm4548364.3_kneaddata	Firmicutes_B	17289	P	12730	854	13584	0.00190
mgm4548364.3_kneaddata	Desulfobacterota_A	11509	P	1990	71	2061	0.00029
mgm4548364.3_kneaddata	Spirochaetota	32587	P	289	1	290	0.00004
mgm4548364.3_kneaddata	Campylobacterota	8700	P	252	0	252	0.00004
mgm4548364.3_kneaddata	Firmicutes_I	18140	P	93	0	93	0.00001
mgm4548364.3_kneaddata	Firmicutes_C	17613	P	36	0	36	0.00001
mgm4548364.3_kneaddata	Thermotogota	33086	P	22	0	22	0.00000
mgm4548364.3_kneaddata	Elusimicrobiota	11888	P	6	0	6	0.00000
mgm4725857_kneaddata	Firmicutes_A	14608	P	9954329	76704	10031033	0.67504
mgm4725857_kneaddata	Bacteroidota	4587	P	4319664	27110	4346774	0.29252
mgm4725857_kneaddata	Firmicutes	12188	P	430102	20960	451062	0.03035
mgm4725857_kneaddata	Verrucomicrobiota	33333	P	14341	1072	15413	0.00104
mgm4725857_kneaddata	Actinobacteriota	615	P	10234	46	10280	0.00069
mgm4725857_kneaddata	Cyanobacteria	9876	P	1305	32	1337	0.00009
mgm4725857_kneaddata	Desulfobacterota_A	11509	P	1202	222	1424	0.00010
mgm4725857_kneaddata	Firmicutes_B	17289	P	899	45	944	0.00006
mgm4725857_kneaddata	Proteobacteria	22518	P	649	3	652	0.00004
mgm4725857_kneaddata	Campylobacterota	8700	P	334	0	334	0.00002
mgm4725857_kneaddata	Spirochaetota	32587	P	282	1	283	0.00002
mgm4725857_kneaddata	Firmicutes_I	18140	P	193	0	193	0.00001
mgm4725857_kneaddata	Thermotogota	33086	P	131	0	131	0.00001
mgm4725857_kneaddata	Firmicutes_C	17613	P	66	0	66	0.00000
mgm4725857_kneaddata	Deferribacterota	10822	P	59	0	59	0.00000
mgm4725857_kneaddata	Elusimicrobiota	11888	P	4	0	4	0.00000
mgm4725858_kneaddata	Bacteroidota	4587	P	17629751	76687	17706438	0.81528
mgm4725858_kneaddata	Firmicutes_A	14608	P	3237553	23750	3261303	0.15016
mgm4725858_kneaddata	Firmicutes	12188	P	345368	31785	377153	0.01737
mgm4725858_kneaddata	Verrucomicrobiota	33333	P	342146	19261	361407	0.01664
mgm4725858_kneaddata	Actinobacteriota	615	P	7825	34	7859	0.00036
mgm4725858_kneaddata	Cyanobacteria	9876	P	932	21	953	0.00004
mgm4725858_kneaddata	Proteobacteria	22518	P	838	4	842	0.00004
mgm4725858_kneaddata	Firmicutes_B	17289	P	699	25	724	0.00003
mgm4725858_kneaddata	Desulfobacterota_A	11509	P	583	61	644	0.00003
mgm4725858_kneaddata	Firmicutes_I	18140	P	413	0	413	0.00002
mgm4725858_kneaddata	Spirochaetota	32587	P	215	1	216	0.00001
mgm4725858_kneaddata	Campylobacterota	8700	P	135	0	135	0.00001
mgm4725858_kneaddata	Deferribacterota	10822	P	63	0	63	0.00000
mgm4725858_kneaddata	Thermotogota	33086	P	31	0	31	0.00000
mgm4725858_kneaddata	Firmicutes_C	17613	P	24	0	24	0.00000
mgm4725858_kneaddata	Elusimicrobiota	11888	P	5	0	5	0.00000
mgm4725859_kneaddata	Bacteroidota	4587	P	7224458	6726	7231184	0.55053
mgm4725859_kneaddata	Firmicutes	12188	P	3688724	96773	3785497	0.28820
mgm4725859_kneaddata	Firmicutes_A	14608	P	1919438	3948	1923386	0.14643
